teams,def_coef
Arsenal,-0.9269475703160402
Aston Villa,-0.7644602377024134
Bournemouth,-0.3816298901073528
Brentford,-0.6669371809656436
Brighton,-0.7115102096903173
Burnley,-0.7126697537630535
Chelsea,-0.8993865679522813
Crystal Palace,-0.6771279953222517
Everton,-0.6329560320575155
Fulham,-0.7187533691644089
Liverpool,-0.9601140655227951
Luton Town,-0.3565534006286764
Manchester City,-1.227404916540399
Manchester Utd,-0.6694619920430608
Newcastle Utd,-0.6863531142531301
Nott'ham Forest,-0.44056521280396066
Sheffield Utd,-0.24573235496053358
Tottenham,-0.6936762057759537
West Ham,-0.6562144906889362
Wolves,-0.6963816176667511
