teams,def_coef
Arsenal,-1.446509131124245
Aston Villa,-0.7130884893150456
Bournemouth,-0.6480741956606368
Brentford,-0.623058141147796
Brighton,-0.5949982759652266
Burnley,-0.5270494812651022
Chelsea,-0.4596573708594373
Crystal Palace,-0.6935758133407575
Everton,-0.8443594607963552
Fulham,-0.7023506017224017
Liverpool,-0.9342312566131918
Luton Town,-0.2908261486682134
Manchester City,-1.3009570856960226
Manchester Utd,-0.6490636627377959
Newcastle Utd,-0.6140553683498097
Nott'ham Forest,-0.5503969530437343
Sheffield Utd,-0.07424070712381516
Tottenham,-0.5497509845578238
West Ham,-0.3878899153791399
Wolves,-0.7023973745208436
