teams,def_coef
Arsenal,-1.0552715365261434
Aston Villa,-0.8286420774460477
Bournemouth,-0.5490609070706853
Brentford,-0.815660464816279
Brighton,-0.8232293571252987
Burnley,-0.6460891645150486
Chelsea,-0.9420900288177197
Crystal Palace,-0.8209179895452573
Everton,-0.7451823285881812
Fulham,-0.7713144668950462
Liverpool,-1.1746136778222662
Luton Town,-0.3994379759837199
Manchester City,-1.2893591784648732
Manchester Utd,-0.857063394628571
Newcastle Utd,-0.8407349625229498
Nott'ham Forest,-0.6144149598826398
Sheffield Utd,-0.20638662911451855
Tottenham,-0.8333950089727572
West Ham,-0.7248574593351388
Wolves,-0.8542068420525273
