teams,def_coef
Arsenal,-1.0420960615037616
Aston Villa,-0.7576984469522399
Bournemouth,-0.4721745006881421
Brentford,-0.6940020254230161
Brighton,-0.7140922065329479
Burnley,-0.6677043241421552
Chelsea,-0.8448818483984194
Crystal Palace,-0.7261292460899677
Everton,-0.66223704214726
Fulham,-0.7248169241145531
Liverpool,-0.9765778343553048
Luton Town,-0.2996166789175811
Manchester City,-1.308342304730358
Manchester Utd,-0.6689831683954284
Newcastle Utd,-0.6959982252181309
Nott'ham Forest,-0.5016778987648668
Sheffield Utd,-0.1489355053848418
Tottenham,-0.6979527157801035
West Ham,-0.620234263622144
Wolves,-0.7355064877587422
