teams,def_coef
Arsenal,-1.008179053768676
Aston Villa,-0.901643000725402
Bournemouth,-0.5672890824473277
Brentford,-0.8787685796128393
Brighton,-0.8651769970490959
Burnley,-0.7321512624025546
Chelsea,-1.0618440935248186
Crystal Palace,-0.8977914929063892
Everton,-0.7816901839743035
Fulham,-0.8059991591509934
Liverpool,-1.2331401220019909
Luton Town,-0.5337093944830125
Manchester City,-1.300262808673291
Manchester Utd,-0.9198301493058533
Newcastle Utd,-0.9236400977710919
Nott'ham Forest,-0.6387257207470701
Sheffield Utd,-0.3527307812839673
Tottenham,-0.8980804738318936
West Ham,-0.8541267934554996
Wolves,-0.9369513689233911
