teams,att_coef
Arsenal,1.3940135508774414
Aston Villa,1.15378207645661
Bournemouth,0.7506420968087102
Brentford,1.011958343353186
Brighton,1.2076374649294097
Burnley,0.6692332327626969
Chelsea,1.0327368178562166
Crystal Palace,0.7638749264695361
Everton,0.7321606385719851
Fulham,1.0570960378395562
Liverpool,1.4622537892731788
Luton Town,0.8385186999605498
Manchester City,1.5906639681175
Manchester Utd,1.0723950969338218
Newcastle Utd,1.2142098589423929
Nott'ham Forest,0.7096828751715895
Sheffield Utd,0.44180038756852924
Tottenham,1.2586326548665543
West Ham,1.0080561755841317
Wolves,0.6306513076564023
