teams,att_coef
Arsenal,1.377691560028429
Aston Villa,1.23205156474124
Bournemouth,0.9717940156907547
Brentford,0.9881253316669474
Brighton,1.241684549392207
Burnley,0.693121915090035
Chelsea,1.0219649585668076
Crystal Palace,0.6450858745639185
Everton,0.8475682790435868
Fulham,1.031488887815078
Liverpool,1.3175103233965257
Luton Town,0.8425375421386659
Manchester City,1.5057743418425649
Manchester Utd,0.7775985091459392
Newcastle Utd,1.2952190091468796
Nott'ham Forest,0.697993387942291
Sheffield Utd,0.34438056856505134
Tottenham,1.296640248271062
West Ham,1.0909966383947358
Wolves,0.7807724945572819
