teams,def_coef
Arsenal,-0.9867218645626119
Aston Villa,-0.7108759390453594
Bournemouth,-0.39693746354875276
Brentford,-0.6514140546610584
Brighton,-0.7038399740511999
Burnley,-0.6441113769479331
Chelsea,-0.8421176604764807
Crystal Palace,-0.6655192850719082
Everton,-0.6089905947450689
Fulham,-0.6923582572210093
Liverpool,-0.9451359139641877
Luton Town,-0.30062450613760794
Manchester City,-1.240648154301752
Manchester Utd,-0.6233872139287286
Newcastle Utd,-0.6433454055683291
Nott'ham Forest,-0.4480565761903542
Sheffield Utd,-0.19979074680939554
Tottenham,-0.6629623970275708
West Ham,-0.6080107195359062
Wolves,-0.6754668755888967
