teams,def_coef
Arsenal,-0.961185486747724
Aston Villa,-0.7419365450929933
Bournemouth,-0.43743403765813815
Brentford,-0.657592899960281
Brighton,-0.7281901697414392
Burnley,-0.6134257324318748
Chelsea,-0.9158203992423039
Crystal Palace,-0.6795461691763472
Everton,-0.6356535880518537
Fulham,-0.7362396553219742
Liverpool,-1.0108034142798574
Luton Town,-0.35479272813457946
Manchester City,-1.2687499618564533
Manchester Utd,-0.6994225992066415
Newcastle Utd,-0.6977832971063921
Nott'ham Forest,-0.49680844630306575
Sheffield Utd,-0.17518915814821243
Tottenham,-0.7199503943572263
West Ham,-0.649542889690018
Wolves,-0.7329120097419237
