teams,def_coef
Arsenal,-1.0117626290227133
Aston Villa,-0.859315422094056
Bournemouth,-0.5649365016537606
Brentford,-0.8436795212920536
Brighton,-0.8276814686784462
Burnley,-0.6533559500198383
Chelsea,-0.9990915717432706
Crystal Palace,-0.837979343731237
Everton,-0.7820352814654958
Fulham,-0.7858047594164975
Liverpool,-1.183816746512529
Luton Town,-0.46303293056039607
Manchester City,-1.2997436233429807
Manchester Utd,-0.889853169000828
Newcastle Utd,-0.8493930899406289
Nott'ham Forest,-0.6064558383802472
Sheffield Utd,-0.26498356539814905
Tottenham,-0.8537873934439344
West Ham,-0.7842694476147609
Wolves,-0.888736163553349
