teams,att_coef
Arsenal,1.3443983773643668
Aston Villa,1.393488902214071
Bournemouth,0.7435577403905483
Brentford,1.0146839441414686
Brighton,1.3147716740215254
Burnley,0.42728315076766726
Chelsea,1.2199470100724468
Crystal Palace,0.6495898121252609
Everton,0.7599310558196679
Fulham,0.5360903123578973
Liverpool,1.3709231115857536
Luton Town,0.6501805515937631
Manchester City,1.5789009233331495
Manchester Utd,0.8968920390202902
Newcastle Utd,1.4543867154615915
Nott'ham Forest,0.8845528238924002
Sheffield Utd,0.5249716210540706
Tottenham,1.194049900731643
West Ham,1.140197033452813
Wolves,0.901203300599608
