teams,def_coef
Arsenal,-1.0060976414090217
Aston Villa,-0.8994865679310372
Bournemouth,-0.5669855665136495
Brentford,-0.8802440796863046
Brighton,-0.8633345524200982
Burnley,-0.7370479974223868
Chelsea,-1.0633357575974938
Crystal Palace,-0.8959315513225773
Everton,-0.7839644013076837
Fulham,-0.8052008939737597
Liverpool,-1.230448658013423
Luton Town,-0.5305894304296088
Manchester City,-1.3000879433694612
Manchester Utd,-0.9159130424600781
Newcastle Utd,-0.9251420840271172
Nott'ham Forest,-0.6358885498920696
Sheffield Utd,-0.34866840152909356
Tottenham,-0.8923385356692617
West Ham,-0.8546103370158931
Wolves,-0.9352145667731278
