teams,def_coef
Arsenal,-1.0994017473816171
Aston Villa,-1.0206036014859672
Bournemouth,-0.7319227798370075
Brentford,-1.1149137389496322
Brighton,-1.0767051414535393
Burnley,-1.0742883279910036
Chelsea,-1.3418085296754785
Crystal Palace,-1.1111138966177365
Everton,-0.9133033282344797
Fulham,-1.0536910928003567
Liverpool,-1.3564711757331043
Luton Town,-0.22487470262821688
Manchester City,-1.5741529866846722
Manchester Utd,-1.0826581780806892
Newcastle Utd,-1.1269520580841983
Nott'ham Forest,-0.81088372086078
Sheffield Utd,-0.9864396236651439
Tottenham,-1.085574404640364
West Ham,-1.0476711866141686
Wolves,-1.146876951789146
