teams,def_coef
Arsenal,-0.9937437628166501
Aston Villa,-0.9021267908788647
Bournemouth,-0.5265951924852545
Brentford,-0.8054547608096696
Brighton,-0.8230299140817738
Burnley,-0.7581576180759046
Chelsea,-1.052534061870958
Crystal Palace,-0.8722412804585461
Everton,-0.7167104115360174
Fulham,-0.8063564412129363
Liverpool,-1.1362184224411696
Luton Town,-0.4887786874277688
Manchester City,-1.3296749808713157
Manchester Utd,-0.8266744570504877
Newcastle Utd,-0.9220744478897274
Nott'ham Forest,-0.5902241632017898
Sheffield Utd,-0.3551641868567171
Tottenham,-0.8387658234586292
West Ham,-0.8342945021675914
Wolves,-0.8702658622757657
