teams,def_coef
Arsenal,-1.0745429938834683
Aston Villa,-1.027042507488095
Bournemouth,-0.5606052166954959
Brentford,-0.9864772680009309
Brighton,-0.770243599065608
Burnley,-0.4656663879831891
Chelsea,-1.0712404702808902
Crystal Palace,-0.9989574135417266
Everton,-0.7866033320707067
Fulham,-0.8382216340599943
Liverpool,-1.2062927241454267
Luton Town,-0.50487426530245
Manchester City,-1.4618435905145473
Manchester Utd,-0.9691178473472096
Newcastle Utd,-1.2244739834976406
Nott'ham Forest,-0.7781863390810819
Sheffield Utd,-0.20881438929625057
Tottenham,-0.9225511870577109
West Ham,-0.8018156082225962
Wolves,-0.8538447462531898
