teams,def_coef
Arsenal,-0.9736777502150845
Aston Villa,-0.8349349383737144
Bournemouth,-0.4484301434743885
Brentford,-0.7255341371743488
Brighton,-0.7661135519909408
Burnley,-0.7176772143089454
Chelsea,-0.9439960058001967
Crystal Palace,-0.7388525211056385
Everton,-0.6930125480629752
Fulham,-0.7644626532008473
Liverpool,-1.0352376962893977
Luton Town,-0.4177602940225164
Manchester City,-1.2709977708851445
Manchester Utd,-0.7461375703199666
Newcastle Utd,-0.7721761895105586
Nott'ham Forest,-0.5097938624239691
Sheffield Utd,-0.27187639669208796
Tottenham,-0.7542036161078427
West Ham,-0.7176366098460264
Wolves,-0.7687280465588067
