teams,def_coef
Arsenal,-1.0265205249850637
Aston Villa,-0.9011174260079641
Bournemouth,-0.5576331032209115
Brentford,-0.9633480664207692
Brighton,-0.8712074005715049
Burnley,-0.7232642200557317
Chelsea,-1.1139703999821597
Crystal Palace,-0.944422271491018
Everton,-0.7626829618030605
Fulham,-0.8662592087710598
Liverpool,-1.2498543563114897
Luton Town,-0.5998011685968324
Manchester City,-1.3774836939637731
Manchester Utd,-0.9498638446219791
Newcastle Utd,-1.007963637989913
Nott'ham Forest,-0.7019634387937115
Sheffield Utd,-0.2557211929184014
Tottenham,-0.9408656843204541
West Ham,-0.850857206277955
Wolves,-0.950912678014891
