teams,def_coef
Arsenal,-1.4881539332843292
Aston Villa,-0.750419197502599
Bournemouth,-0.6506960667650779
Brentford,-0.6939945184327905
Brighton,-0.6858523973269037
Burnley,-0.47845666339407844
Chelsea,-0.6090903446322662
Crystal Palace,-0.7092022722962132
Everton,-0.8770408909411233
Fulham,-0.7830389939138429
Liverpool,-0.9272628051974747
Luton Town,-0.33252597491071934
Manchester City,-1.2702077588406275
Manchester Utd,-0.6805747360805603
Newcastle Utd,-0.6445407074222052
Nott'ham Forest,-0.5820912942742437
Sheffield Utd,-0.08123260197873185
Tottenham,-0.5502204796030351
West Ham,-0.36938920054177204
Wolves,-0.628425874797501
