teams,att_coef
Arsenal,1.5062581868009712
Aston Villa,0.9836461830088515
Bournemouth,0.7242399556142108
Brentford,1.123967584230912
Brighton,1.347758463502353
Chelsea,0.6724786847939086
Crystal Palace,0.765407715700787
Everton,0.6029481671248158
Fulham,1.0694588183807054
Leeds United,0.9718205752713961
Leicester City,1.001967887321132
Liverpool,1.3481637826323984
Manchester City,1.6130317108706802
Manchester Utd,1.0730821061726885
Newcastle Utd,1.2673970585669352
Nott'ham Forest,0.7164336375248745
Southampton,0.5718855663673059
Tottenham,1.3011331944532287
West Ham,0.813382730547446
Wolves,0.5255379911143987
