teams,def_coef
Arsenal,-1.0589623318871295
Aston Villa,-0.8366638272165936
Bournemouth,-0.5510474973142406
Brentford,-0.7646523202567423
Brighton,-0.7889522568914799
Burnley,-0.568979004646203
Chelsea,-0.8915520183243791
Crystal Palace,-0.7812756250589656
Everton,-0.779070745586876
Fulham,-0.8025796065572145
Liverpool,-1.186738896729248
Luton Town,-0.40871660853159525
Manchester City,-1.264050616859499
Manchester Utd,-0.8853236101221422
Newcastle Utd,-0.8254642564336246
Nott'ham Forest,-0.6371153910835146
Sheffield Utd,-0.2164571828389592
Tottenham,-0.7972131256240557
West Ham,-0.7248867267164076
Wolves,-0.8319595710130404
