teams,def_coef
Arsenal,-1.014090408404822
Aston Villa,-0.8307142485690396
Bournemouth,-0.564647893436571
Brentford,-0.8175816332465906
Brighton,-0.821302776551841
Burnley,-0.6408679023562986
Chelsea,-0.9898439562690625
Crystal Palace,-0.8279438936388863
Everton,-0.7669201615140941
Fulham,-0.7873909323816297
Liverpool,-1.1936976728100424
Luton Town,-0.44999278466404263
Manchester City,-1.3002743760652564
Manchester Utd,-0.8856724694741002
Newcastle Utd,-0.8541182752799414
Nott'ham Forest,-0.6260276355296847
Sheffield Utd,-0.22084473250041825
Tottenham,-0.8576723537560297
West Ham,-0.7664759642539504
Wolves,-0.8764861118688724
