teams,def_coef
Arsenal,-1.035974837826606
Aston Villa,-1.006676734424373
Bournemouth,-0.5862348517894379
Brentford,-0.9660479302455612
Brighton,-0.8419112582441822
Chelsea,-1.0238610569210151
Crystal Palace,-0.9660391257354596
Everton,-0.7977376656229983
Fulham,-0.8758910455308182
Leeds United,-0.5295524587136817
Leicester City,-0.5777082980437611
Liverpool,-1.040048110055277
Manchester City,-1.2648668973063717
Manchester Utd,-1.0884912724924083
Newcastle Utd,-1.3150546393312559
Nott'ham Forest,-0.6270265206343081
Southampton,-0.598399369657358
Tottenham,-0.6694064728710054
West Ham,-0.8452142071012216
Wolves,-0.8437155428842942
