teams,def_coef
Arsenal,-1.014020240209915
Aston Villa,-0.856810039065701
Bournemouth,-0.5793238642675174
Brentford,-0.8187382158001627
Brighton,-0.8190025386798804
Burnley,-0.647139731228287
Chelsea,-0.9943962159987996
Crystal Palace,-0.831549947857132
Everton,-0.7711209212783526
Fulham,-0.8034043265641514
Liverpool,-1.196743936924939
Luton Town,-0.44290930491415176
Manchester City,-1.2991088263836685
Manchester Utd,-0.8876432927629924
Newcastle Utd,-0.8578554102727578
Nott'ham Forest,-0.6225098077772938
Sheffield Utd,-0.2678172080221625
Tottenham,-0.8547754208093128
West Ham,-0.7796612819070622
Wolves,-0.8813245714018576
