teams,def_coef
Arsenal,-1.0047717344678684
Aston Villa,-0.9279204242932463
Bournemouth,-0.592451031939081
Brentford,-0.9610396395256816
Brighton,-0.8560469205608783
Burnley,-0.7514825659920084
Chelsea,-1.0892227331415345
Crystal Palace,-0.9351301655455367
Everton,-0.7991915282752763
Fulham,-0.8499290255071436
Liverpool,-1.223242974862556
Luton Town,-0.5369858097904074
Manchester City,-1.346214346037817
Manchester Utd,-0.9351290363558076
Newcastle Utd,-0.9773072289677294
Nott'ham Forest,-0.667417669919994
Sheffield Utd,-0.2694586459426979
Tottenham,-0.9249928448820017
West Ham,-0.8308551235251899
Wolves,-0.9381232846307491
