teams,def_coef
Arsenal,-1.0833402102064036
Aston Villa,-0.8339758406166689
Bournemouth,-0.5754349387084896
Brentford,-0.8345973366186957
Brighton,-0.8200913244001189
Burnley,-0.64403548909325
Chelsea,-0.9318863918010354
Crystal Palace,-0.8495943979537086
Everton,-0.7840857570208205
Fulham,-0.7764140959896992
Liverpool,-1.1460493756756591
Luton Town,-0.39505547264017726
Manchester City,-1.3206923091890224
Manchester Utd,-0.8369284850317301
Newcastle Utd,-0.8447602915595572
Nott'ham Forest,-0.6129727028700109
Sheffield Utd,-0.18056859679797083
Tottenham,-0.8108778227631341
West Ham,-0.7119101635764181
Wolves,-0.8288703778567994
