teams,def_coef
Arsenal,-1.174750605712864
Aston Villa,-1.1464957148232024
Bournemouth,-0.7878291732819012
Brentford,-1.2157896405736297
Brighton,-1.0683501765896597
Burnley,-0.9795437364849742
Chelsea,-1.2188387088903867
Crystal Palace,-1.1326445768478388
Everton,-0.9683705698107234
Fulham,-1.1521522574615297
Liverpool,-1.3201342041075135
Luton Town,-0.43253920518350547
Manchester City,-1.6501435176449468
Manchester Utd,-1.2167061206878793
Newcastle Utd,-1.328643185574478
Nott'ham Forest,-0.9065956329001731
Sheffield Utd,-0.8512009261417606
Tottenham,-0.9738138943889011
West Ham,-1.0378913792540294
Wolves,-1.1032487156712818
