teams,def_coef
Arsenal,-1.0086492373494795
Aston Villa,-0.9020698610963155
Bournemouth,-0.5676636997879433
Brentford,-0.8791944609116019
Brighton,-0.8574907137948199
Burnley,-0.7326679867313669
Chelsea,-1.062384215377323
Crystal Palace,-0.8981634428759383
Everton,-0.7821774622462213
Fulham,-0.80634875127241
Liverpool,-1.233668896121977
Luton Town,-0.5339712143044435
Manchester City,-1.300729283951523
Manchester Utd,-0.9201991330255592
Newcastle Utd,-0.9240418975309813
Nott'ham Forest,-0.6390768281700658
Sheffield Utd,-0.35287579943088077
Tottenham,-0.8985523159933791
West Ham,-0.8546670340802331
Wolves,-0.9215775027484086
