teams,def_coef
Arsenal,-1.001650579302435
Aston Villa,-0.8906778317027044
Bournemouth,-0.5817982563233167
Brentford,-0.8890915595059355
Brighton,-0.8426122950680791
Burnley,-0.7291920324892492
Chelsea,-1.0519815146740294
Crystal Palace,-0.9224451879916019
Everton,-0.7697755608956441
Fulham,-0.796525562756538
Liverpool,-1.237125498436058
Luton Town,-0.5188067945751893
Manchester City,-1.311717632955429
Manchester Utd,-0.9249720138699948
Newcastle Utd,-0.9516729702933497
Nott'ham Forest,-0.6506440439825845
Sheffield Utd,-0.35509515263570235
Tottenham,-0.9024712538592748
West Ham,-0.8503520413473136
Wolves,-0.9211181548494202
