teams,def_coef
Arsenal,-0.928396836550156
Aston Villa,-0.7674815411785276
Bournemouth,-0.38721294958287444
Brentford,-0.6404718007027341
Brighton,-0.7122640985078698
Burnley,-0.6386114141652123
Chelsea,-0.9046224764280894
Crystal Palace,-0.6512248033781699
Everton,-0.6253642373703635
Fulham,-0.7042020253503152
Liverpool,-0.9597707188095806
Luton Town,-0.3609219770440409
Manchester City,-1.2109596440911667
Manchester Utd,-0.6735786809164119
Newcastle Utd,-0.6784542829719531
Nott'ham Forest,-0.4625835628420563
Sheffield Utd,-0.17767249988105732
Tottenham,-0.6772786649163435
West Ham,-0.6458399830389553
Wolves,-0.7056408551692499
