teams,def_coef
Arsenal,-1.142815729666395
Aston Villa,-0.8572839927745655
Bournemouth,-0.5616068166711304
Brentford,-0.6902112036669248
Brighton,-0.7121085461478384
Burnley,-0.42950943374593026
Chelsea,-0.7123303656903287
Crystal Palace,-0.6398656545439066
Everton,-0.8595522637896189
Fulham,-0.7204509072632376
Liverpool,-1.1185802931370392
Luton Town,-0.4153285597918504
Manchester City,-1.1714019146512762
Manchester Utd,-0.8613598397720783
Newcastle Utd,-0.6862440341190684
Nott'ham Forest,-0.5493278192488286
Sheffield Utd,-0.22866297556532827
Tottenham,-0.6545096307042806
West Ham,-0.6103367109092876
Wolves,-0.7464228720149038
