teams,def_coef
Arsenal,-0.9171425566173815
Aston Villa,-0.716662213279169
Bournemouth,-0.4035993109066703
Brentford,-0.6133709092124827
Brighton,-0.6745782439357322
Burnley,-0.6138366437970146
Chelsea,-0.8862359317988783
Crystal Palace,-0.6310507267770175
Everton,-0.5913831518315193
Fulham,-0.7191725369460447
Liverpool,-0.9471378214470834
Luton Town,-0.2922124715129937
Manchester City,-1.2308356683892199
Manchester Utd,-0.6379779186989484
Newcastle Utd,-0.6368718601896132
Nott'ham Forest,-0.4402540905683317
Sheffield Utd,-0.19991632187462122
Tottenham,-0.6583965424087984
West Ham,-0.6166160361286741
Wolves,-0.6800462254625618
