teams,def_coef
Arsenal,-1.0924109652648255
Aston Villa,-0.8019119444452283
Bournemouth,-0.5043501379246782
Brentford,-0.7441583052371998
Brighton,-0.7755224676332918
Burnley,-0.646700552429242
Chelsea,-0.8885292499997232
Crystal Palace,-0.7727313431599894
Everton,-0.7128017891448932
Fulham,-0.7514862264315582
Liverpool,-1.014791406433573
Luton Town,-0.33466266144044826
Manchester City,-1.3313636720181667
Manchester Utd,-0.7072782156125552
Newcastle Utd,-0.7521629273826625
Nott'ham Forest,-0.5314865261489896
Sheffield Utd,-0.1667992824725276
Tottenham,-0.7184617101020515
West Ham,-0.6331069251333338
Wolves,-0.7351995275248516
