teams,def_coef
Arsenal,-1.002836156072546
Aston Villa,-0.907526538586247
Bournemouth,-0.5627132447986629
Brentford,-0.856265229291235
Brighton,-0.8572896978790409
Burnley,-0.7426659481066793
Chelsea,-1.056044246566274
Crystal Palace,-0.9034230816262475
Everton,-0.7503285138579001
Fulham,-0.8052925728961137
Liverpool,-1.181299916160319
Luton Town,-0.5096704166153656
Manchester City,-1.324181498680956
Manchester Utd,-0.8914786497791785
Newcastle Utd,-0.9336852902053996
Nott'ham Forest,-0.6308557699573831
Sheffield Utd,-0.3573832923437084
Tottenham,-0.8786720179656234
West Ham,-0.8643584900094428
Wolves,-0.9057095976223611
