teams,def_coef
Arsenal,-1.0568628306048142
Aston Villa,-1.0033364769787503
Bournemouth,-0.6379218532691492
Brentford,-0.9247354192495465
Brighton,-0.9487314025073511
Chelsea,-1.0821732799941086
Crystal Palace,-0.9687537612778546
Everton,-0.8134212109740492
Fulham,-0.9480151565399059
Leeds United,-0.5188231488889931
Leicester City,-0.6653306987761598
Liverpool,-1.0065027298318372
Manchester City,-1.276600843378325
Manchester Utd,-1.076799428610732
Newcastle Utd,-1.406854178511073
Nott'ham Forest,-0.6610686716080746
Southampton,-0.6778357215968321
Tottenham,-0.6993837717924083
West Ham,-0.8453282653176036
Wolves,-0.8523228280973102
