teams,def_coef
Arsenal,-0.47321232447330375
Aston Villa,-0.38915403023574335
Bournemouth,0.03661279382139057
Brentford,-0.23884672568459092
Brighton,-0.10625809664371291
Burnley,0.09489141217583805
Chelsea,-0.06515264358175746
Crystal Palace,-0.270778553677084
Everton,-0.26773204016852914
Fulham,-0.1393223147201612
Liverpool,-0.6460120615370664
Luton Town,-0.06948053851632643
Manchester City,-0.4990316824666987
Manchester Utd,-0.3576364197112852
Newcastle Utd,-0.44911892812385357
Nott'ham Forest,-0.03464512637474822
Sheffield Utd,0.33504584070895693
Tottenham,-0.23973120619008717
West Ham,-0.11650977171844218
Wolves,-0.12685705303611153
