teams,def_coef
Arsenal,-0.5707378440995572
Aston Villa,-0.5452631144123541
Bournemouth,-0.264309202925879
Brentford,-0.3816852926902359
Brighton,-0.27083169190596124
Burnley,-0.051890467483177494
Chelsea,-0.3101931324217091
Crystal Palace,-0.4917741894672203
Everton,-0.491838987192313
Fulham,-0.27691700719034684
Liverpool,-0.47678410521411196
Luton Town,-0.20328875213818698
Manchester City,-0.7987802548989968
Manchester Utd,-0.47822802610270965
Newcastle Utd,-0.6884105162219369
Nott'ham Forest,-0.11470601337892067
Sheffield Utd,0.19373364031293905
Tottenham,-0.3843964392139321
West Ham,-0.21584277974449062
Wolves,-0.3379528704937753
