teams,def_coef
Arsenal,-1.5167415544872362
Aston Villa,-0.7430727796565656
Bournemouth,-0.6591814308602164
Brentford,-0.6965246945981094
Brighton,-0.6852826666938278
Burnley,-0.481100567213826
Chelsea,-0.6066819840339066
Crystal Palace,-0.7149576625482743
Everton,-0.8842300419241734
Fulham,-0.787747290281646
Liverpool,-0.9079694156558092
Luton Town,-0.32656657927023125
Manchester City,-1.2802280191348747
Manchester Utd,-0.6660918346005787
Newcastle Utd,-0.6392696191086614
Nott'ham Forest,-0.5796136041591499
Sheffield Utd,-0.07401849399958926
Tottenham,-0.5416590554744964
West Ham,-0.35294631117194514
Wolves,-0.6216983037300624
