teams,def_coef
Arsenal,-0.9942284648198907
Aston Villa,-0.893811216485059
Bournemouth,-0.4815485471311181
Brentford,-0.7680662469424274
Brighton,-0.8307825936831942
Burnley,-0.7871452490826762
Chelsea,-1.066477373269199
Crystal Palace,-0.8201495647741026
Everton,-0.7125364975983886
Fulham,-0.8123512879207963
Liverpool,-1.0984957504469783
Luton Town,-0.48449053367848405
Manchester City,-1.3110327689857009
Manchester Utd,-0.7796752355822986
Newcastle Utd,-0.8433078347094242
Nott'ham Forest,-0.5442498455916962
Sheffield Utd,-0.35850791441560376
Tottenham,-0.8101523003937083
West Ham,-0.821953763004095
Wolves,-0.8393952579710094
