teams,att_coef
Arsenal,1.3895164077999842
Aston Villa,1.134692422950452
Bournemouth,0.8103268472517466
Brentford,0.9777798806607702
Brighton,1.1026511921833133
Burnley,0.6367980576552955
Chelsea,1.0492123215295728
Crystal Palace,0.7668711805490612
Everton,0.6500036083113606
Fulham,0.9818875391123625
Liverpool,1.4057812529990723
Luton Town,0.9934309232274804
Manchester City,1.5205689116815455
Manchester Utd,1.0769319975600216
Newcastle Utd,1.2200828953409868
Nott'ham Forest,0.7741955227217181
Sheffield Utd,0.6222727862384811
Tottenham,1.2237333904310144
West Ham,0.9714656304144084
Wolves,0.6917972313813506
