teams,def_coef
Arsenal,-1.045928355154986
Aston Villa,-0.828661374449054
Bournemouth,-0.5553620542035553
Brentford,-0.8124111385103173
Brighton,-0.8224041405231434
Burnley,-0.64388492803832
Chelsea,-0.9367125809141682
Crystal Palace,-0.8277954134983077
Everton,-0.7668406247372105
Fulham,-0.7832992446159066
Liverpool,-1.1733045521464036
Luton Town,-0.4434915479109222
Manchester City,-1.287945911645086
Manchester Utd,-0.8565409155727625
Newcastle Utd,-0.8404694737017971
Nott'ham Forest,-0.6203842904477264
Sheffield Utd,-0.2342139143574123
Tottenham,-0.8328696782907472
West Ham,-0.7496572922765691
Wolves,-0.855338646086484
