Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win,proba_draw,proba_lose,proba_O,proba_U
Nott'ham Forest,2,3,Brighton,2023-11-25,3.2,3.6,2.15,1.73,2.08,0.28040517019699657,0.23001140895481662,0.48957999562404697,0.6033802784108835,0.6185050142573412
Sheffield Utd,1,3,Bournemouth,2023-11-25,3.2,3.5,2.2,1.85,2.05,0.4102464002450851,0.2541830506987054,0.3355699897239542,0.5195875086464314,0.7014844192735523
Newcastle Utd,4,1,Chelsea,2023-11-25,2.55,3.5,2.63,1.86,2.04,0.6259898075552229,0.23772945616520483,0.13627925462410032,0.4005584349185388,0.8018056630310734
Luton Town,2,1,Crystal Palace,2023-11-25,3.6,3.3,2.1,2.15,1.67,0.6193350456242614,0.212518342606175,0.168139526228269,0.5483021966337212,0.6743067737645716
Brentford,0,1,Arsenal,2023-11-25,4.5,3.75,1.75,1.9,2.0,0.4702626071524511,0.27339175738836713,0.2563453812647876,0.41029351332989317,0.7943025747406041
Tottenham,1,2,Aston Villa,2023-11-26,2.3,3.8,2.8,1.5,2.5,0.5776046511832459,0.21415100445220633,0.20823586324246565,0.603016031483391,0.6188930527457057
Everton,0,3,Manchester Utd,2023-11-26,2.7,3.4,2.55,1.85,2.05,0.3876351311799479,0.2958965755746981,0.3164682473440775,0.3591901982723603,0.8323274777930274
Fulham,3,2,Wolves,2023-11-27,2.38,3.3,3.0,2.08,1.73,0.5689958574483812,0.2605217131633383,0.17048185218332532,0.3766188421984573,0.819732047284081
Brentford,3,1,Luton Town,2023-12-02,1.45,4.5,6.5,1.7,2.1,0.5934824926427611,0.22375309752280614,0.18276025377375196,0.5242891359393074,0.6971217499743617
Arsenal,2,1,Wolves,2023-12-02,1.25,5.5,12.0,1.65,2.2,0.7517275727586874,0.16272619218854908,0.08551466200952001,0.5662296816055938,0.6567006421907438
Burnley,5,0,Sheffield Utd,2023-12-02,1.8,3.6,4.5,2.06,1.84,0.8556845644844456,0.08706177813144184,0.055488555141452414,0.8290365783349174,0.301717958109555
Nott'ham Forest,0,1,Everton,2023-12-02,2.75,3.25,2.6,2.05,1.75,0.4061619664877523,0.28352872480352553,0.3103092093899637,0.3985399680653568,0.8033407097269223
Newcastle Utd,1,0,Manchester Utd,2023-12-02,1.91,3.75,3.8,1.67,2.15,0.5070290441557771,0.2362119269965977,0.2567566792662152,0.5567108980307063,0.6661048516478466
Bournemouth,2,2,Aston Villa,2023-12-03,3.4,4.0,1.95,1.53,2.4,0.21226559850438745,0.22729756395095294,0.5604329684849803,0.5494966721814778,0.6731468316657634
Liverpool,4,3,Fulham,2023-12-03,1.25,6.5,9.0,1.4,2.88,0.605631190070085,0.24285154036371498,0.151515996142576,0.40727969447279744,0.7966403813493788
Chelsea,3,2,Brighton,2023-12-03,1.73,4.2,4.2,1.53,2.4,0.36075644008369506,0.26688852602618024,0.37235480504959373,0.46902258765740446,0.7464438595542613
West Ham,1,1,Crystal Palace,2023-12-03,2.0,3.5,3.8,2.04,1.86,0.48818127421457985,0.2776413833158663,0.23417711940072367,0.3819314583059669,0.8158142540733134
Manchester City,3,3,Tottenham,2023-12-03,1.29,6.0,9.0,1.36,3.1,0.5811259254629345,0.1847044141498516,0.23409598279590232,0.7731358854398163,0.40403837482014876
Wolves,1,0,Burnley,2023-12-05,1.85,3.6,4.2,2.05,1.85,0.3325338344054169,0.298220636390491,0.3692454923052541,0.35404499265934053,0.8359739408388078
Luton Town,3,4,Arsenal,2023-12-05,17.0,7.0,1.18,1.65,2.2,0.34166981069818714,0.33098704897687226,0.32734313403723436,0.26450798174428114,0.8941662413373757
Sheffield Utd,0,2,Liverpool,2023-12-06,12.0,7.5,1.2,1.33,3.4,0.19230902363638794,0.22975325694579812,0.5779346121068276,0.513190631827104,0.7073760237089507
Crystal Palace,0,2,Bournemouth,2023-12-06,2.25,3.5,3.1,2.01,1.89,0.5844042830522975,0.2449815695561233,0.17061289526556883,0.4267018813450801,0.781389625412074
Brighton,2,1,Brentford,2023-12-06,1.91,3.8,3.75,1.62,2.25,0.4338780336729382,0.24707252624919374,0.3190484774766124,0.5460569272453641,0.6764729568624296
Fulham,5,0,Nott'ham Forest,2023-12-06,2.0,3.4,3.75,2.06,1.84,0.640435950615597,0.2116610613448561,0.1478968392686192,0.5151296298626888,0.705599826844285
Aston Villa,1,0,Manchester City,2023-12-06,4.75,4.2,1.7,1.53,2.4,0.22447587331071597,0.21520465909194064,0.5603109184512391,0.6190570596892208,0.601666988319412
Manchester Utd,2,1,Chelsea,2023-12-06,2.88,3.4,2.45,1.65,2.2,0.3703110148784889,0.31858845917779416,0.3111005127427845,0.2937919036539317,0.8762288078039168
Everton,3,0,Newcastle Utd,2023-12-07,3.25,3.25,2.25,1.96,1.94,0.17986884547300777,0.27097751445861845,0.5491532892187561,0.3560263041636741,0.8345758897329697
Tottenham,1,2,West Ham,2023-12-07,1.75,4.2,4.2,1.5,2.5,0.6356238754791134,0.1966756768837949,0.16768246414983046,0.6188429268540974,0.6019027697912162
Crystal Palace,1,2,Liverpool,2023-12-09,6.0,4.5,1.5,1.65,2.2,0.1902455310491275,0.268466552281334,0.5412875198965462,0.373679685099538,0.8218825926688698
Manchester Utd,0,3,Bournemouth,2023-12-09,1.55,4.33,5.75,1.5,2.5,0.5803250114591052,0.2537104312234528,0.16596376133122157,0.3921306421765246,0.808198428543464
Wolves,1,1,Nott'ham Forest,2023-12-09,1.85,3.6,4.33,2.06,1.84,0.44098168723797226,0.2766538420769511,0.2823642900658291,0.4126303031473137,0.7924840736610694
Brighton,1,1,Burnley,2023-12-09,1.5,4.75,6.0,1.57,2.35,0.5258858573705153,0.2418211379606691,0.23229132031952782,0.5103467744755055,0.7099734013591616
Sheffield Utd,1,0,Brentford,2023-12-09,4.2,3.8,1.75,1.95,1.95,0.3132631232142321,0.2626756777906798,0.42406084412600287,0.47744368863799364,0.7392043111977736
Aston Villa,1,0,Arsenal,2023-12-09,3.3,3.6,2.1,1.7,2.1,0.5067333332652517,0.2778335578281078,0.21543287245128792,0.3675543808537065,0.8263303036492209
Everton,2,0,Chelsea,2023-12-10,3.1,3.5,2.25,1.75,2.05,0.3332639322733647,0.3109430309378568,0.3557930187852802,0.3163228919801848,0.8617028469482003
Fulham,5,0,West Ham,2023-12-10,2.38,3.5,2.9,1.9,2.0,0.5545306701370168,0.23161997435089215,0.21384634871051791,0.5329106249660134,0.6890289717547013
Luton Town,1,2,Manchester City,2023-12-10,17.0,8.0,1.14,1.36,3.1,0.11787822068615804,0.18115685222035988,0.7009428224540565,0.5792229961407189,0.6436068674961458
