Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win_0.002,proba_draw_0.002,proba_lose_0.002,proba_O_0.002,proba_U_0.002
Manchester City,2,0,Nott'ham Forest,2023-09-23,1.14,8.5,15.0,1.4,3.0,0.902459863519751,0.07083707189449746,0.02583941709800296,0.7507669364163603,0.24921693800879197
Luton Town,1,1,Wolves,2023-09-23,3.25,3.4,2.2,2.02,1.88,0.26906254306169497,0.2675358260136775,0.4634012969497315,0.4386921671016426,0.5613077840774321
Crystal Palace,0,0,Fulham,2023-09-23,1.91,3.4,4.2,2.0,1.8,0.3972653630968523,0.2776787716266719,0.3250557354471262,0.4228625621381031,0.5771374024932826
Brentford,1,3,Everton,2023-09-23,1.8,3.8,4.2,1.95,1.95,0.6717720448809914,0.1969821217355137,0.1312345979272741,0.542655105072257,0.4573445357407577
Burnley,0,1,Manchester Utd,2023-09-23,4.2,4.2,1.73,1.62,2.3,0.17859793773612398,0.21343204696386328,0.6079627049239421,0.562782434591222,0.43721704551015284
Arsenal,2,2,Tottenham,2023-09-24,1.67,4.33,4.33,1.5,2.63,0.5653232238252662,0.2106106999865163,0.22405459598734725,0.6423016735768734,0.3576961332780242
Brighton,3,1,Bournemouth,2023-09-24,1.36,5.25,7.5,1.36,3.2,0.7886887233693659,0.1337313839443893,0.0774381440071974,0.6822145441848447,0.3177809396709046
Chelsea,0,1,Aston Villa,2023-09-24,1.91,3.75,3.8,1.73,2.1,0.36486687052692274,0.3947789823774677,0.24035414647935704,0.1458979743744092,0.8541020256122156
Liverpool,3,1,West Ham,2023-09-24,1.4,5.0,7.0,1.4,3.0,0.7428488548605539,0.15580265803437296,0.10127841971518838,0.6544591184590183,0.34553815067255295
Sheffield Utd,0,8,Newcastle Utd,2023-09-24,7.0,4.75,1.44,1.67,2.2,0.2260764730724663,0.27396355325074484,0.4999596938015813,0.38779318066006113,0.6122068024439294
Aston Villa,6,1,Brighton,2023-09-30,2.55,3.75,2.55,1.44,2.75,0.24049565465700473,0.2549089795691762,0.5045945902199088,0.4661360747386961,0.5338638410552025
Wolves,2,1,Manchester City,2023-09-30,8.0,5.75,1.33,1.53,2.5,0.0912576531568481,0.19199171570150814,0.7167428364416156,0.46406045332485946,0.5359394658329484
Bournemouth,0,4,Arsenal,2023-09-30,5.5,4.5,1.53,1.53,2.5,0.11466999738436309,0.16746771060417098,0.717815813267621,0.6370607116583795,0.3629372932660724
Everton,1,2,Luton Town,2023-09-30,1.57,3.8,6.5,2.05,1.85,0.4821345836597512,0.247823512825745,0.2700408023752683,0.5173069220879543,0.4826928537335984
Newcastle Utd,2,0,Burnley,2023-09-30,1.3,5.75,9.0,1.53,2.5,0.8559886461125625,0.09938372962170651,0.04428179043825052,0.7076225995421886,0.2923702105589507
West Ham,2,0,Sheffield Utd,2023-09-30,1.45,4.5,7.0,1.67,2.2,0.8860750640275491,0.07534537432764254,0.03711919046431346,0.8143913995097802,0.1855513609841459
Manchester Utd,0,1,Crystal Palace,2023-09-30,1.55,4.2,5.75,1.8,2.0,0.5449040172747449,0.24511952898705275,0.20997508026261255,0.47431927341995644,0.5256806278082511
Tottenham,2,1,Liverpool,2023-09-30,2.9,4.0,2.15,1.36,3.2,0.34448417502467543,0.2321534208118709,0.4233598789522941,0.6258625966193201,0.3741357727587722
Nott'ham Forest,1,1,Brentford,2023-10-01,2.75,3.1,2.7,2.1,1.73,0.26426078357853977,0.2667385812192672,0.4690002767539601,0.43878913654402507,0.5612108145395223
Fulham,0,2,Chelsea,2023-10-02,3.6,3.5,2.05,1.98,1.92,0.4622066882023388,0.30912284576802856,0.22867042090709627,0.29156726880975664,0.7084327294478079
Luton Town,1,2,Burnley,2023-10-03,2.9,3.0,2.63,2.2,1.65,0.5790941849102889,0.2355145081500775,0.18538911838273175,0.48124758916979776,0.5187522978827229
Luton Town,0,1,Tottenham,2023-10-07,6.0,4.75,1.45,1.53,2.4,0.2845291825258727,0.2384698547592465,0.47699903380163644,0.5682610507509488,0.4317383746019441
Everton,3,0,Bournemouth,2023-10-07,1.91,3.6,3.8,1.85,2.05,0.5129354170349595,0.26532841281152963,0.22173571999127595,0.4127180272677807,0.5872819440633389
Manchester Utd,2,1,Brentford,2023-10-07,1.67,4.2,4.75,1.65,2.2,0.4093287752045566,0.2682313837438066,0.3224396036803952,0.4582426605651244,0.541757267329141
Burnley,1,4,Chelsea,2023-10-07,4.5,3.8,1.73,1.85,2.05,0.316695373105896,0.32670051839080977,0.3566041003014063,0.2741091804912976,0.7258908184151343
Fulham,3,1,Sheffield Utd,2023-10-07,1.62,3.8,6.0,1.96,1.94,0.7873396764475504,0.13693511939987715,0.07561656158826892,0.6571629109591404,0.34283422167224165
Crystal Palace,0,0,Nott'ham Forest,2023-10-07,2.2,3.1,3.6,2.25,1.62,0.49731016636836217,0.30203655586535905,0.2006532023842657,0.2922008412583904,0.7077991569699882
West Ham,2,2,Newcastle Utd,2023-10-08,3.2,3.75,2.1,1.7,2.1,0.2569324925566278,0.25276804779506357,0.4902986147485792,0.48748087541215435,0.5125189972438384
Wolves,1,1,Aston Villa,2023-10-08,3.5,3.4,2.1,1.75,2.05,0.4257264570534577,0.33389589525386076,0.24037763582606378,0.24193309252251488,0.7580669070414037
Brighton,2,2,Liverpool,2023-10-08,3.0,3.8,2.2,1.36,3.1,0.34957916778038034,0.21616153388552842,0.43425099392337896,0.708306098890651,0.29168661628484965
Arsenal,1,0,Manchester City,2023-10-08,2.9,3.3,2.4,1.75,2.05,0.34946377242027954,0.23794465880085808,0.4125899242945266,0.5985946673317293,0.4014043358888549
Liverpool,2,0,Everton,2023-10-21,1.33,5.75,7.5,1.4,2.88,0.7947020239214235,0.13135601169583244,0.0737961806458869,0.6795246796886547,0.3204710199486521
Bournemouth,1,2,Wolves,2023-10-21,2.38,3.4,3.0,1.85,2.05,0.2945177040587283,0.3006540659569965,0.40482818892584144,0.33990085239145296,0.6600991418545377
Newcastle Utd,4,0,Crystal Palace,2023-10-21,1.45,4.5,7.0,1.85,2.05,0.6742478286385946,0.21927413751761177,0.10647536863585344,0.40587233883737134,0.5941276363228791
Brentford,3,0,Burnley,2023-10-21,1.83,3.75,4.2,1.95,1.95,0.7244042464467559,0.1762488923779321,0.0993264386165966,0.5503290658705148,0.44967052041244493
Manchester City,2,1,Brighton,2023-10-21,1.4,5.25,6.5,1.36,3.1,0.843241579064829,0.10169340643593633,0.05455904539818681,0.7561373661176931,0.24384475751767987
Nott'ham Forest,2,2,Luton Town,2023-10-21,1.67,3.75,5.5,2.08,1.82,0.39536429659636835,0.31943081680155433,0.28520487083718027,0.2870490656967888,0.7129509327554293
Chelsea,2,2,Arsenal,2023-10-21,3.2,3.4,2.25,1.98,1.92,0.21309547592099423,0.2716561728490768,0.5152480236234915,0.3847114653035342,0.615288518891284
Sheffield Utd,1,2,Manchester Utd,2023-10-21,6.5,5.25,1.4,1.53,2.4,0.1498446330947234,0.190064111012111,0.6600696706903788,0.6157029656941175,0.3842956768172232
Aston Villa,4,1,West Ham,2023-10-22,1.85,3.6,4.0,1.57,2.35,0.35935061365892007,0.3207988068253554,0.3198505684369976,0.28900152677108726,0.7109984715994639
Tottenham,2,0,Fulham,2023-10-23,1.5,4.5,6.0,1.5,2.5,0.6484208477967588,0.19782180263261884,0.15374304288101043,0.5875656240274265,0.4124335597135731
Crystal Palace,1,2,Tottenham,2023-10-27,4.5,3.75,1.75,1.94,1.96,0.3266495390155371,0.2935232352149385,0.37982717606727306,0.36836230890923105,0.6316376800597862
Chelsea,0,2,Brentford,2023-10-28,1.65,4.0,5.25,1.8,2.0,0.333095905823883,0.3024151999255627,0.3644888652989177,0.34117807037449666,0.6588219236967119
Bournemouth,2,1,Burnley,2023-10-28,2.15,3.5,3.3,1.75,2.05,0.4020309292396079,0.28191050233937,0.3160584629397505,0.4056644127864293,0.5943355624816342
Arsenal,5,0,Sheffield Utd,2023-10-28,1.13,8.5,19.0,1.36,3.1,0.9454501292083827,0.03248160704975267,0.01241524283665861,0.9024909798651124,0.09704143070817123
Wolves,2,2,Newcastle Utd,2023-10-28,4.2,4.0,1.75,1.75,2.05,0.1737061547824231,0.2572022043767372,0.5690909573038893,0.3906202394410264,0.6093797426010682
West Ham,0,1,Everton,2023-10-29,2.15,3.5,3.3,1.73,2.08,0.6264290966400115,0.21611649251995507,0.15744913317285175,0.5149895996227236,0.48501018574979016
Liverpool,3,0,Nott'ham Forest,2023-10-29,1.29,5.75,11.0,1.4,2.88,0.7741201468485676,0.14442481950995614,0.08137314831279632,0.6412900145444725,0.3587078324603011
Brighton,1,1,Fulham,2023-10-29,1.55,4.2,5.5,1.5,2.5,0.6623768277127126,0.18029687984390125,0.15728228291006707,0.6799302382882899,0.32006542861774834
Aston Villa,3,1,Luton Town,2023-10-29,1.25,6.5,9.5,1.48,2.6,0.5060551087135129,0.31063928044270284,0.18330555614063454,0.26170542939853764,0.7382945698264025
Manchester Utd,0,3,Manchester City,2023-10-29,5.0,3.8,1.67,1.7,2.1,0.1786770074307837,0.22447545687951587,0.5968436440214951,0.5156707836002459,0.4843289990061157
Fulham,0,1,Manchester Utd,2023-11-04,3.2,3.6,2.2,1.75,2.05,0.38795423114053246,0.27552789932420346,0.33651772877934816,0.4328907753928736,0.5671091811944775
Brentford,3,2,West Ham,2023-11-04,2.05,3.6,3.5,1.73,2.08,0.5505277069440964,0.23053103933825655,0.21893800745213066,0.5442554612412152,0.45574416877908364
Everton,1,1,Brighton,2023-11-04,3.1,3.6,2.2,1.57,2.35,0.2655506016859283,0.23275049485319957,0.5016959958189022,0.5805910840860319,0.41940819665207546
Burnley,0,2,Crystal Palace,2023-11-04,2.75,3.25,2.6,2.2,1.65,0.26437787027917425,0.2961697594759328,0.4394523025281146,0.3425811725295722,0.6574188213436979
Manchester City,6,1,Bournemouth,2023-11-04,1.1,11.0,19.0,1.29,3.6,0.9336171068910714,0.0494942121534304,0.014995430688722727,0.7907290201956466,0.20923576373265018
Sheffield Utd,2,1,Wolves,2023-11-04,3.8,3.5,2.0,1.91,1.99,0.2284764045971168,0.24246225702171764,0.5290597185133064,0.5043762741403731,0.4956235501476876
Newcastle Utd,1,0,Arsenal,2023-11-04,2.8,3.2,2.6,1.95,1.95,0.5419432547991855,0.21114083925797084,0.24690385577334908,0.6663101824635866,0.33368643315190105
Nott'ham Forest,2,0,Aston Villa,2023-11-05,4.2,3.75,1.85,1.73,2.08,0.4259188732358455,0.3210642578137028,0.25301684898543986,0.2738376188036112,0.7261623801108494
Luton Town,1,1,Liverpool,2023-11-05,12.0,6.5,1.22,1.36,3.1,0.10525027917399048,0.14623664347309992,0.7483691031150922,0.7183202284180789,0.28167100625708097
Tottenham,1,4,Chelsea,2023-11-06,2.0,3.75,3.5,1.7,2.1,0.6832460553659716,0.18683217704664332,0.12990225232457425,0.5848446438961392,0.41515457917677157
Wolves,2,1,Tottenham,2023-11-11,3.1,3.75,2.2,1.62,2.25,0.22631406943290275,0.24901335559529558,0.5246714664649406,0.4761488648728869,0.5238510327850903
Arsenal,3,1,Burnley,2023-11-11,1.18,7.0,17.0,1.48,2.6,0.8835323415094646,0.07854232203416359,0.036842969131470955,0.7903396689741399,0.20962537656539362
Manchester Utd,1,0,Luton Town,2023-11-11,1.33,5.25,9.5,1.53,2.4,0.6551628228521134,0.18818463317329887,0.15662603819085705,0.6393270792185213,0.36067084233259256
Crystal Palace,2,3,Everton,2023-11-11,2.45,3.2,3.0,2.25,1.62,0.5122711903419371,0.2869760559844857,0.20075259772264384,0.33018219982910996,0.669817795600834
Bournemouth,2,0,Newcastle Utd,2023-11-11,4.75,4.0,1.73,1.7,2.1,0.14877643077908576,0.18859713496748803,0.6626031941628057,0.6203859780332143,0.3796125448390928
West Ham,3,2,Nott'ham Forest,2023-11-12,1.85,3.6,4.0,1.75,2.05,0.5483592063060397,0.2469274002525918,0.20471215907610218,0.4616222755682762,0.5383776473630161
Liverpool,3,0,Brentford,2023-11-12,1.4,5.0,6.5,1.44,2.7,0.6464698313388288,0.20337744411419742,0.15014276172325883,0.5552598396003542,0.44473970742936536
Aston Villa,3,1,Fulham,2023-11-12,1.57,4.2,5.5,1.7,2.1,0.6907754803128439,0.20257337954767626,0.10664521561898452,0.46337671708881367,0.5366232031446894
Brighton,1,1,Sheffield Utd,2023-11-12,1.25,5.75,13.0,1.4,2.88,0.6513242325797364,0.20382993162716026,0.14483669603156724,0.5425112193055859,0.45748842245449395
Chelsea,4,4,Manchester City,2023-11-12,5.0,3.7,1.73,1.88,2.02,0.14836322408027566,0.21022840762848943,0.6414016923198455,0.5224534985957223,0.4775462545700179
Manchester City,1,1,Liverpool,2023-11-25,1.73,4.2,4.2,1.48,2.6,0.5627552908373264,0.22107832699941127,0.21616066444473336,0.5829573142174984,0.41704193495414377
Burnley,1,2,West Ham,2023-11-25,3.4,3.5,2.05,1.75,2.05,0.28556069305142917,0.23635734040685158,0.47807975310326917,0.5786417592808281,0.4213575464876727
Nott'ham Forest,2,3,Brighton,2023-11-25,3.2,3.6,2.15,1.73,2.08,0.48107961944791755,0.2931379057478139,0.22578237176066343,0.33090703371188895,0.6690929616381703
Sheffield Utd,1,3,Bournemouth,2023-11-25,3.2,3.5,2.2,1.85,2.05,0.5393774676748928,0.21218740605593156,0.24842385787283663,0.6627635114433057,0.3372333146583617
Newcastle Utd,4,1,Chelsea,2023-11-25,2.55,3.5,2.63,1.86,2.04,0.5441014752868678,0.2497606206159316,0.206136845593872,0.45267489699137076,0.5473250384279382
Luton Town,2,1,Crystal Palace,2023-11-25,3.6,3.3,2.1,2.15,1.67,0.32929200791865787,0.28126808510956447,0.38943980493942065,0.4105968810834167,0.5894030914891114
Brentford,0,1,Arsenal,2023-11-25,4.5,3.75,1.75,1.9,2.0,0.3223043556322774,0.24459800530965972,0.4330965156474557,0.559269215397532,0.4407302970482076
Tottenham,1,2,Aston Villa,2023-11-26,2.3,3.8,2.8,1.5,2.5,0.482670630029631,0.22282262816380494,0.29450122622919966,0.6492816655443415,0.35071584684180734
Everton,0,3,Manchester Utd,2023-11-26,2.7,3.4,2.55,1.85,2.05,0.25204150429216554,0.27300716687007,0.4749510636600019,0.40903746867110913,0.5909625047819792
Fulham,3,2,Wolves,2023-11-27,2.38,3.3,3.0,2.08,1.73,0.38866463191768696,0.3111082401027863,0.3002271062539528,0.311756961484025,0.6882430356011952
Brentford,3,1,Luton Town,2023-12-02,1.45,4.5,6.5,1.7,2.1,0.5194156216607463,0.2534945863544392,0.22708893333620825,0.4597568547559646,0.5402430709535047
Arsenal,2,1,Wolves,2023-12-02,1.25,5.5,12.0,1.65,2.2,0.7450427357285033,0.15921802223469464,0.09568965682451587,0.6185183737343606,0.3814801982079271
Burnley,5,0,Sheffield Utd,2023-12-02,1.8,3.6,4.5,2.06,1.84,0.5503651689800282,0.22167390509368506,0.2279551979790288,0.59458971815688,0.40540935476725815
Nott'ham Forest,0,1,Everton,2023-12-02,2.75,3.25,2.6,2.05,1.75,0.4937091679008383,0.2603851805182087,0.24590509402466112,0.4497637236061359,0.5502362154448043
Newcastle Utd,1,0,Manchester Utd,2023-12-02,1.91,3.75,3.8,1.67,2.15,0.654868739272159,0.19796872373314872,0.14714944482093087,0.5731851368193892,0.4268142346202626
Bournemouth,2,2,Aston Villa,2023-12-03,3.4,4.0,1.95,1.53,2.4,0.23130226082348582,0.22674913751730594,0.5419444008985862,0.575140468948121,0.42485887966854397
Liverpool,4,3,Fulham,2023-12-03,1.25,6.5,9.0,1.4,2.88,0.7751024704553297,0.15023061979964888,0.07461931004702124,0.5858163362249441,0.41418287313568025
Chelsea,3,2,Brighton,2023-12-03,1.73,4.2,4.2,1.53,2.4,0.628794501590796,0.22526005460417026,0.14594249415791413,0.45924707472601206,0.5407528517283431
West Ham,1,1,Crystal Palace,2023-12-03,2.0,3.5,3.8,2.04,1.86,0.5809557090735112,0.23468730284396314,0.18435470836265105,0.4830443267451771,0.5169555563260673
Manchester City,3,3,Tottenham,2023-12-03,1.29,6.0,9.0,1.36,3.1,0.7961793762891405,0.12730498630953563,0.07630682231241653,0.7131552570186555,0.28683677831452686
Wolves,1,0,Burnley,2023-12-05,1.85,3.6,4.2,2.05,1.85,0.5361252443600765,0.24042821681349483,0.2234447186275758,0.5075114098685096,0.49248840369045127
Luton Town,3,4,Arsenal,2023-12-05,17.0,7.0,1.18,1.65,2.2,0.19335694613805632,0.2530494938319383,0.5535926851583676,0.4268756179614319,0.5731243436357192
Sheffield Utd,0,2,Liverpool,2023-12-06,12.0,7.5,1.2,1.33,3.4,0.03054888155805875,0.07027452752226582,0.8978221775699525,0.7973270642242171,0.20263268552696956
Crystal Palace,0,2,Bournemouth,2023-12-06,2.25,3.5,3.1,2.01,1.89,0.46937062321313566,0.2860115779020451,0.2446176641410504,0.36271841891868717,0.6372815713603832
Brighton,2,1,Brentford,2023-12-06,1.91,3.8,3.75,1.62,2.25,0.2915501484187266,0.2787791212393888,0.42967058066477687,0.40908937170732285,0.5909106017168247
Fulham,5,0,Nott'ham Forest,2023-12-06,2.0,3.4,3.75,2.06,1.84,0.39138889764785695,0.3094258041761072,0.2991852740989171,0.31612746422874816,0.6838725325228838
Aston Villa,1,0,Manchester City,2023-12-06,4.75,4.2,1.7,1.53,2.4,0.2945673743970521,0.23525740138260304,0.470172894747325,0.5893962964684469,0.41060285965884435
Manchester Utd,2,1,Chelsea,2023-12-06,2.88,3.4,2.45,1.65,2.2,0.5174390337461973,0.25929991774341143,0.22326042459891376,0.4350102158648481,0.5649897388159
Everton,3,0,Newcastle Utd,2023-12-07,3.25,3.25,2.25,1.96,1.94,0.16990515096527858,0.2324946979267286,0.5975977629314468,0.4707957843780718,0.5292041233949296
Tottenham,1,2,West Ham,2023-12-07,1.75,4.2,4.2,1.5,2.5,0.6026565923054662,0.20330798149815996,0.1940201843726392,0.6347951722161231,0.36520291235215385
Crystal Palace,1,2,Liverpool,2023-12-09,6.0,4.5,1.5,1.65,2.2,0.18754822217448172,0.23889383214937823,0.5735561096203529,0.47116549069357144,0.528834416411884
Manchester Utd,0,3,Bournemouth,2023-12-09,1.55,4.33,5.75,1.5,2.5,0.6558150025823589,0.21485778875949121,0.12932293744890117,0.4668401961174603,0.5331597185122979
Wolves,1,1,Nott'ham Forest,2023-12-09,1.85,3.6,4.33,2.06,1.84,0.4616535705571949,0.28464223389137555,0.2537040580821725,0.3720466027021636,0.6279533853254962
Brighton,1,1,Burnley,2023-12-09,1.5,4.75,6.0,1.57,2.35,0.47971228033768426,0.2540379232007755,0.2662490369599452,0.48899276962227356,0.5110070992869363
Sheffield Utd,1,0,Brentford,2023-12-09,4.2,3.8,1.75,1.95,1.95,0.09020990538052746,0.15109891972214642,0.7586210410881639,0.640253253363307,0.3597446334635808
Aston Villa,1,0,Arsenal,2023-12-09,3.3,3.6,2.1,1.7,2.1,0.3588196903218283,0.24992323754243356,0.3912563730599317,0.5432782952320142,0.45672134138788456
