Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win_0.004,proba_draw_0.004,proba_lose_0.004,proba_O_0.004,proba_U_0.004
Aston Villa,1,0,Arsenal,2023-12-09,3.3,3.6,2.1,1.7,2.1,0.38241799568846113,0.24060442734542117,0.37697625542259605,0.5892457151729013,0.04714617093814081
Everton,2,0,Chelsea,2023-12-10,3.1,3.5,2.25,1.75,2.05,0.41551887940183707,0.2611682704771383,0.32331247563079724,0.48757434708281505,0.0726279100470201
Fulham,5,0,West Ham,2023-12-10,2.38,3.5,2.9,1.9,2.0,0.507424683214968,0.2327550629797696,0.2598173140039129,0.5762562169888357,0.049984574233592594
Luton Town,1,2,Manchester City,2023-12-10,17.0,8.0,1.14,1.36,3.1,0.12697440765279444,0.16249994916765143,0.7104432512270515,0.6976952731493794,0.02728566420698104
Tottenham,4,1,Newcastle Utd,2023-12-10,2.15,3.8,3.1,1.53,2.4,0.3293455758869314,0.23206941705578812,0.43858234578438265,0.6219693836332312,0.04045744537328724
Nott'ham Forest,0,2,Tottenham,2023-12-15,4.2,4.2,1.73,1.62,2.25,0.22221011636038326,0.22218130263653124,0.5556030963346666,0.5858650070062781,0.04787041567706634
Manchester City,2,2,Crystal Palace,2023-12-16,1.18,8.0,13.0,1.44,2.7,0.776370477244833,0.14734050538068813,0.07622992972172093,0.6064414820434268,0.04352750408238628
Chelsea,2,0,Sheffield Utd,2023-12-16,1.22,6.5,13.0,1.5,2.5,0.7600578072691586,0.1412921136509897,0.09848329464802559,0.7223781739519962,0.023619291263401423
Newcastle Utd,3,0,Fulham,2023-12-16,1.8,3.8,4.0,1.7,2.1,0.710780988317295,0.16669071770680105,0.12247083519713463,0.6635936269141492,0.032836994358666834
Burnley,0,2,Everton,2023-12-16,3.6,3.4,2.1,2.05,1.75,0.39838031490810605,0.2556737988372304,0.3459453935851952,0.5161621415298119,0.06466160684608029
Brentford,1,2,Aston Villa,2023-12-17,3.2,3.75,2.1,1.7,2.1,0.3227855175520913,0.2554450820327655,0.421768854768254,0.5116183528804468,0.06588181449544715
West Ham,3,0,Wolves,2023-12-17,2.15,3.5,3.3,1.95,1.95,0.47890123568741494,0.23330121328549985,0.28779482879276336,0.5948446300603478,0.045953665584988514
Arsenal,2,0,Brighton,2023-12-17,1.44,5.0,6.0,1.53,2.4,0.7041788168713867,0.15723853504492377,0.13843398777214475,0.755406597640794,0.019154385605884165
Liverpool,0,0,Manchester Utd,2023-12-17,1.3,6.0,8.0,1.33,3.4,0.703504991419394,0.18794525375890692,0.10853679841762988,0.5259795125214011,0.06205572608048751
Crystal Palace,1,1,Brighton,2023-12-21,3.3,3.3,2.15,1.99,1.91,0.3337645482156604,0.2534832821337592,0.41275157544611024,0.5232723425038792,0.06278447828249979
Aston Villa,1,1,Sheffield Utd,2023-12-22,1.22,6.5,12.0,1.44,2.7,0.8902073261232312,0.07309347584194524,0.035162725938438624,0.8151750506237205,0.012246018925926075
West Ham,2,0,Manchester Utd,2023-12-23,2.6,3.6,2.6,1.7,2.1,0.4395511439542913,0.25677110719613827,0.30367720130160514,0.49891940378704175,0.06938281622183351
Luton Town,1,0,Newcastle Utd,2023-12-23,4.75,4.2,1.65,1.75,2.05,0.18728229533007731,0.21510769820227627,0.5976029206152645,0.5696540760320781,0.05146579973299022
Fulham,0,2,Burnley,2023-12-23,1.67,3.75,5.25,1.92,1.98,0.6252818829553756,0.18398735954041232,0.19067795847571634,0.7255817468263499,0.023169365140452397
Tottenham,2,1,Everton,2023-12-23,1.75,4.2,4.0,1.53,2.4,0.6342231407787914,0.19923254722919242,0.16652904552080572,0.6066404441868676,0.043501234554166594
Nott'ham Forest,2,3,Bournemouth,2023-12-23,2.75,3.4,2.55,1.95,1.95,0.4098112893961764,0.26281398741186024,0.32737439278523883,0.48185955467878383,0.07430532342415365
Liverpool,1,1,Arsenal,2023-12-23,2.38,3.6,2.8,1.7,2.1,0.5175635786343092,0.23528284922039913,0.24715105459460274,0.5535557372895274,0.055220013866635186
Wolves,2,1,Chelsea,2023-12-24,3.75,3.75,1.91,1.86,2.04,0.4184714086451898,0.2545260053969729,0.32700201652031974,0.5168703021601786,0.06447251965618596
Newcastle Utd,1,3,Nott'ham Forest,2023-12-26,1.5,4.33,5.75,1.8,2.0,0.7692467793411321,0.1486054374269221,0.08208270382239904,0.6229263056155785,0.04025268135288197
Bournemouth,3,0,Fulham,2023-12-26,2.15,3.6,3.2,1.73,2.08,0.4829518348111416,0.21616371403301457,0.3008755416913868,0.6869271381861485,0.028982755996810546
Sheffield Utd,2,3,Luton Town,2023-12-26,2.3,3.3,3.1,2.1,1.7,0.35278035997117674,0.24990520223943236,0.3973137235960671,0.5431327780035349,0.057749158179599566
Burnley,0,2,Liverpool,2023-12-26,6.5,5.25,1.4,1.44,2.7,0.13806307720664387,0.2108473845692151,0.6510837296560483,0.50008604772391,0.0690362898068899
Manchester Utd,3,2,Aston Villa,2023-12-26,2.6,3.5,2.6,1.62,2.25,0.26750333486616557,0.25851160303891135,0.47398448185876324,0.47252845396209175,0.07710502149006557
Chelsea,2,1,Crystal Palace,2023-12-27,1.67,4.0,5.0,1.91,1.99,0.5265876104563603,0.24394693313907526,0.22946396248583947,0.4998055020131058,0.06912911369092717
Brentford,1,4,Wolves,2023-12-27,1.95,3.5,4.2,2.03,1.87,0.5346639851661483,0.2391806707738622,0.22615336968548458,0.5159939986741131,0.06470051125353227
Everton,1,3,Manchester City,2023-12-27,5.75,4.0,1.57,1.73,2.08,0.15054209803132143,0.19167983090700336,0.6577582159495323,0.6098953863320656,0.04283997269459702
Brighton,4,2,Tottenham,2023-12-28,2.5,3.6,2.6,1.44,2.7,0.44086853875939563,0.21046442225855186,0.34865395822549855,0.7376542007749664,0.02149952740538042
Arsenal,0,2,West Ham,2023-12-28,1.33,5.5,7.5,1.57,2.35,0.7096317684562695,0.16659697206170873,0.12371198855736398,0.6675319652608439,0.0321657590935895
Luton Town,2,3,Chelsea,2023-12-30,6.5,4.2,1.5,1.65,2.2,0.4209486853679025,0.23904553644634005,0.34000420721602,0.5915059940601111,0.046662674536115605
Aston Villa,3,2,Burnley,2023-12-30,1.36,5.25,7.5,1.57,2.35,0.7935889546440259,0.1375286122481261,0.06879886600632937,0.6248937386976486,0.039869360580285444
Wolves,3,0,Everton,2023-12-30,2.63,3.3,2.7,2.05,1.75,0.48019387210107745,0.2706624866601672,0.24914333247163623,0.4157159159567072,0.09604461632165456
Manchester City,2,0,Sheffield Utd,2023-12-30,1.08,11.0,29.0,1.3,3.5,0.9281406334284061,0.048473534015474065,0.019569725253158893,0.855445671901379,0.008396747013137586
Crystal Palace,3,1,Brentford,2023-12-30,2.2,3.3,3.4,2.15,1.67,0.3292976906348982,0.26790068063287686,0.4028013923415482,0.46171646785202913,0.08045783596358017
Nott'ham Forest,2,1,Manchester Utd,2023-12-30,3.2,3.6,2.15,1.73,2.08,0.34192023009243977,0.2777813937950073,0.38029825494115127,0.4256335102251406,0.09249343833050329
Tottenham,3,1,Bournemouth,2023-12-31,1.75,4.2,4.0,1.4,2.88,0.6963839151796947,0.16214222213904483,0.14136140541388545,0.7369506316641654,0.021591049811409434
Fulham,2,1,Arsenal,2023-12-31,5.25,4.5,1.55,1.73,2.08,0.21834237719433475,0.20477043550496532,0.5768707389119203,0.6637495080911708,0.032816660265919576
Liverpool,4,2,Newcastle Utd,2024-01-01,1.45,4.5,7.0,1.44,2.7,0.5031556144760504,0.2595400009292116,0.2373037817261772,0.4466349952812564,0.0853162729604196
West Ham,0,0,Brighton,2024-01-02,2.45,3.75,2.75,1.6,2.3,0.4783841319478407,0.21969908679827008,0.3019098994111982,0.669872837252394,0.03177878950613973
Burnley,1,1,Luton Town,2024-01-12,2.0,3.6,3.6,1.99,1.91,0.45231442963425583,0.23033048540565668,0.317351973089135,0.6255263112874058,0.0397689004395383
Chelsea,1,0,Fulham,2024-01-13,1.6,4.2,5.25,1.62,2.25,0.5297076706356041,0.2338683622502669,0.23642122747964542,0.5493148626044905,0.05623733905848187
Newcastle Utd,2,3,Manchester City,2024-01-13,5.5,4.33,1.55,1.6,2.3,0.29102058051584306,0.22512015638048505,0.48385451536006596,0.6361926799808859,0.03774769187193184
Everton,0,0,Aston Villa,2024-01-14,2.8,3.5,2.45,1.73,2.08,0.2907787766644979,0.26102821147422695,0.4481925656472939,0.4756541284604349,0.07615874601476874
Manchester Utd,2,2,Tottenham,2024-01-14,2.2,3.75,3.0,1.48,2.6,0.46587535556891435,0.2555082049077265,0.27861577357244044,0.49138159271769066,0.07152469275573768
Arsenal,5,0,Crystal Palace,2024-01-20,1.3,5.75,9.0,1.73,2.08,0.6699465221106422,0.21200346569144632,0.11804567002025597,0.4546450639709432,0.08267940451720567
Brentford,3,2,Nott'ham Forest,2024-01-20,1.91,3.6,4.0,1.86,2.04,0.5950192632781467,0.21365006018740196,0.19132273451518286,0.58248293406612,0.0486044486339081
Sheffield Utd,2,2,West Ham,2024-01-21,3.4,3.3,2.2,2.05,1.75,0.35237814716218885,0.21187439060637536,0.4357358041287499,0.7314979904123045,0.022344155189772428
Bournemouth,0,4,Liverpool,2024-01-21,4.2,4.5,1.7,1.44,2.7,0.23852723361627712,0.19853494958308027,0.5629097549291883,0.7200886821897299,0.023953468876783072
Brighton,0,0,Wolves,2024-01-22,1.65,4.33,5.0,1.62,2.25,0.6153852576327807,0.21029426016660782,0.17431195621038467,0.5699729554094406,0.05139194334068963
Nott'ham Forest,1,2,Arsenal,2024-01-30,7.5,5.0,1.4,1.62,2.25,0.1647186811588257,0.2050724714376918,0.6301982513039103,0.5763131529585378,0.04996429340041149
Fulham,0,0,Everton,2024-01-30,2.45,3.2,3.0,2.05,1.75,0.4673477013487638,0.2824175912063205,0.25023454776700405,0.37756951566097424,0.11085292484549097
Luton Town,4,0,Brighton,2024-01-30,4.2,4.2,1.75,1.65,2.2,0.33194526052868856,0.24945347359673192,0.4186004811167023,0.5407700149859294,0.058332379784504076
Crystal Palace,3,2,Sheffield Utd,2024-01-30,1.62,3.6,6.5,2.08,1.73,0.6952194361508839,0.1936972762811722,0.11107331154218202,0.5087291581498515,0.0666409066666554
Aston Villa,1,3,Newcastle Utd,2024-01-30,1.85,4.0,3.8,1.5,2.5,0.40712606639187676,0.25739449403880826,0.3354789843944027,0.5066280438216775,0.06724213071755843
Tottenham,3,2,Brentford,2024-01-31,1.67,4.2,4.75,1.5,2.5,0.5756311458117965,0.2014704898069111,0.22287731274567896,0.6860791152343912,0.029116497757180997
Manchester City,3,1,Burnley,2024-01-31,1.08,12.0,21.0,1.33,3.4,0.8879778437426072,0.07953969094672714,0.031794892079349546,0.7435695280905421,0.020689959374439345
Liverpool,4,1,Chelsea,2024-01-31,1.57,4.33,5.25,1.44,2.7,0.7738345863317013,0.15098483684895625,0.07513418517707604,0.5844711033095291,0.04815157131643206
West Ham,1,1,Bournemouth,2024-02-01,2.4,3.75,2.75,1.62,2.25,0.5795590671655977,0.2102054846371825,0.21022440688068664,0.6262828548135054,0.03961962697192709
Wolves,3,4,Manchester Utd,2024-02-01,2.63,3.6,2.55,1.75,2.05,0.30768857527518695,0.3289845406169495,0.363326876352216,0.26829544768875696,0.16621017133786056
Everton,2,2,Tottenham,2024-02-03,3.0,3.6,2.25,1.62,2.25,0.3748046286260466,0.26607724753598516,0.35911788075220524,0.4730982744233356,0.0769349831755492
Newcastle Utd,4,4,Luton Town,2024-02-03,1.44,4.75,6.5,1.57,2.35,0.6814216370750932,0.18018854412446983,0.13835654981702225,0.6374765929787336,0.037500308601851905
Brighton,4,1,Crystal Palace,2024-02-03,1.7,4.0,4.75,1.73,2.08,0.5752697420673034,0.22906294350019626,0.195664020489875,0.521557566212344,0.06322461800755264
Burnley,2,2,Fulham,2024-02-03,2.9,3.4,2.38,1.99,1.91,0.28676026368874014,0.27035437321918615,0.44288510552502663,0.4379060791291585,0.08824310952935997
Sheffield Utd,0,5,Aston Villa,2024-02-03,5.25,4.2,1.62,1.62,2.25,0.16258130288359537,0.23539307752958835,0.6020236417182226,0.44962267114050947,0.0843217911756821
Bournemouth,1,1,Nott'ham Forest,2024-02-04,1.7,4.2,4.5,1.65,2.2,0.4701921350068672,0.23950168088098328,0.2903043989305859,0.5676673283385942,0.05192554304226756
Manchester Utd,3,0,West Ham,2024-02-04,1.62,4.2,5.0,1.6,2.3,0.4790200940152388,0.2620633298717468,0.2589160899657496,0.4532621593126471,0.08315269321023308
Chelsea,2,4,Wolves,2024-02-04,1.62,4.0,5.5,1.7,2.1,0.5629449525150286,0.25797370129573705,0.17908067801808317,0.394852393196059,0.10389884318256072
Arsenal,3,1,Liverpool,2024-02-04,2.2,3.6,3.1,1.67,2.15,0.3592402326964552,0.27111729198834944,0.369642298344921,0.4526010799576161,0.08337109463058288
Brentford,1,3,Manchester City,2024-02-05,7.0,4.75,1.4,1.57,2.35,0.29101300366532157,0.27196198144892436,0.43702478710496345,0.4338380632558327,0.08963316059184578
Manchester City,2,0,Everton,2024-02-10,1.18,8.0,13.0,1.44,2.7,0.7355215906646991,0.16214185185818072,0.10228763871165332,0.6259723193939022,0.039668492317712266
Luton Town,1,3,Sheffield Utd,2024-02-10,1.75,3.75,4.75,1.85,2.05,0.8825109496500767,0.07252029081944292,0.04217199174526757,0.8682567071922951,0.007303199492622616
Liverpool,3,1,Burnley,2024-02-10,1.17,8.0,17.0,1.33,3.4,0.8710750172941167,0.08979709871223497,0.03862933699303956,0.7289993035290282,0.02267737589949973
Wolves,0,2,Brentford,2024-02-10,2.1,3.6,3.4,1.75,2.05,0.2830762970844438,0.3203628463699483,0.3965608411183805,0.2847409490980347,0.15633655400102292
Fulham,3,1,Bournemouth,2024-02-10,2.38,3.5,2.8,1.73,2.08,0.5093350535223523,0.23707623089121377,0.25358647227100617,0.5514431384494802,0.05572594572013498
Tottenham,2,1,Brighton,2024-02-10,1.8,4.2,3.8,1.4,2.88,0.4225856798635491,0.21956846950576908,0.35783948716826963,0.6932872739398032,0.027977801916494193
Nott'ham Forest,2,3,Newcastle Utd,2024-02-10,3.3,3.75,2.05,1.7,2.1,0.29381908667572043,0.21858559400158645,0.48758780214404907,0.6702758760173249,0.031710864010340706
West Ham,0,6,Arsenal,2024-02-11,6.0,4.33,1.53,1.67,2.15,0.34351217755038105,0.30024745825772814,0.3562403320234537,0.34889504062989063,0.12331661972073236
Aston Villa,1,2,Manchester Utd,2024-02-11,2.15,3.75,3.1,1.53,2.4,0.48869116778080507,0.2612017486569573,0.2501065554339148,0.4503436045813278,0.08410013027863504
Crystal Palace,1,3,Chelsea,2024-02-12,4.2,3.8,1.85,1.86,2.04,0.4005069643028235,0.2553275350502594,0.3441649937956154,0.5173798262771014,0.06433728690660234
Brentford,1,4,Liverpool,2024-02-17,5.5,4.33,1.57,1.48,2.6,0.23629161403638507,0.22195297318143412,0.5417496321223574,0.6032039141295474,0.044209805159418886
Newcastle Utd,2,2,Bournemouth,2024-02-17,1.83,4.2,3.75,1.48,2.6,0.762456424694634,0.13607059163766133,0.1012134835471241,0.7606205007546646,0.01849118920309258
Tottenham,1,2,Wolves,2024-02-17,1.53,4.75,5.25,1.44,2.7,0.35329385784969464,0.26621601870224654,0.3804898803758436,0.4721496686498974,0.07722388210754627
Burnley,0,5,Arsenal,2024-02-17,10.0,5.75,1.29,1.57,2.35,0.08107823891822545,0.1400417680429236,0.7787731587498189,0.6633794195069631,0.03286842543976562
Fulham,1,2,Aston Villa,2024-02-17,2.9,3.75,2.2,1.6,2.3,0.44451896326944496,0.2795122984204702,0.27596857796429014,0.4004935547733268,0.10173401327375999
Nott'ham Forest,2,0,West Ham,2024-02-17,2.38,3.5,2.9,1.89,2.01,0.34708681485227716,0.22009184327715234,0.4328151294167322,0.6879133621175761,0.028826014474993993
Manchester City,1,1,Chelsea,2024-02-17,1.33,5.5,8.0,1.44,2.7,0.7567921379230103,0.14266330590806794,0.10038400856157349,0.7215132250432035,0.023743021745293982
Sheffield Utd,0,5,Brighton,2024-02-18,5.0,4.2,1.62,1.57,2.35,0.2071577700055045,0.21463475364964946,0.5781992552584255,0.601129095464354,0.044636259325676664
Luton Town,1,2,Manchester Utd,2024-02-18,4.0,4.0,1.8,1.57,2.35,0.4308599428420531,0.27827727342093783,0.29086262763878434,0.4110995436478974,0.09774325168065719
Everton,1,1,Crystal Palace,2024-02-19,1.7,3.6,5.25,2.1,1.7,0.41328599608359595,0.28473404589396945,0.3019798595505753,0.3926926192920916,0.10476212724487947
Manchester City,1,0,Brentford,2024-02-20,1.18,8.0,13.0,1.33,3.4,0.7982725237656689,0.12173534932376379,0.0796420457671351,0.7596013627321616,0.0186181534322181
Liverpool,4,1,Luton Town,2024-02-21,1.2,7.0,13.0,1.3,3.5,0.7631274579133064,0.1564774840976464,0.08035574956478785,0.5781728170267927,0.04953548434386363
Manchester Utd,1,2,Fulham,2024-02-24,1.57,4.33,5.5,1.57,2.35,0.5339074259014359,0.24372048773847663,0.22237057517126335,0.49353758904363604,0.07090206425693567
Crystal Palace,3,0,Burnley,2024-02-24,1.95,3.5,4.0,2.1,1.7,0.5717931698069713,0.22570263931703627,0.20250007047961227,0.5450282296004376,0.05727658893663976
Brighton,1,1,Everton,2024-02-24,1.83,3.8,4.2,1.65,2.2,0.6460922028061968,0.19654742225052002,0.1573442065393253,0.6011917587310847,0.0446188674501197
Aston Villa,4,2,Nott'ham Forest,2024-02-24,1.53,4.5,5.75,1.57,2.35,0.7078859112288873,0.18056469355211607,0.11152896090140686,0.5661723724094689,0.05225015832268667
Bournemouth,0,1,Manchester City,2024-02-24,7.0,5.25,1.4,1.48,2.6,0.17537061137743185,0.2068135396812479,0.6178052810377012,0.5875727041714924,0.04749747602186885
Arsenal,4,1,Newcastle Utd,2024-02-24,1.36,5.25,8.0,1.48,2.6,0.5188747989786164,0.24210283472298227,0.23902070363156983,0.516605423616123,0.06453859468091638
Wolves,1,0,Sheffield Utd,2024-02-25,1.44,4.75,7.0,1.65,2.2,0.6674928611162324,0.18337696736761402,0.14909789894777115,0.6468604921055694,0.03578368732885861
West Ham,4,2,Brentford,2024-02-26,2.5,3.5,2.75,1.7,2.1,0.4075203687146405,0.2556749885313607,0.3368041351307389,0.5143796024755405,0.06513834167078107
Fulham,3,0,Brighton,2024-03-02,2.55,3.6,2.63,1.62,2.25,0.3353149534377336,0.24778832800265904,0.41689585016756203,0.549252744468128,0.05625651463284817
Tottenham,3,1,Crystal Palace,2024-03-02,1.5,4.33,6.5,1.53,2.4,0.507597024994607,0.24266070407216728,0.24974067787444762,0.5239165942893333,0.06261272355620627
Brentford,2,2,Chelsea,2024-03-02,3.1,3.75,2.15,1.53,2.4,0.44668569706847927,0.23179209093885117,0.3215194389015969,0.6202260661387256,0.04079739219378712
Newcastle Utd,3,0,Wolves,2024-03-02,1.91,4.0,3.6,1.57,2.35,0.6469935778669875,0.1848900858939268,0.1680782784521692,0.6795017185209522,0.03017761024140398
Nott'ham Forest,0,1,Liverpool,2024-03-02,6.0,4.33,1.53,1.48,2.6,0.17248682957075379,0.17339185323139664,0.6540341830789218,0.7465962594136991,0.020300124945186633
Everton,1,3,West Ham,2024-03-02,2.05,3.6,3.5,1.92,1.98,0.3963417054718909,0.30369000416139913,0.29996825705899977,0.33291348215497585,0.13082224844834275
Luton Town,2,3,Aston Villa,2024-03-02,4.33,4.2,1.73,1.44,2.7,0.442611973413765,0.28004218315478285,0.277345689349343,0.39933084380584694,0.10218025448185626
Burnley,0,2,Bournemouth,2024-03-03,3.75,3.6,1.95,1.7,2.1,0.35002703481030006,0.2620267424352555,0.3879459020539513,0.489319124302873,0.07212213605862941
Manchester City,3,1,Manchester Utd,2024-03-03,1.25,5.75,11.0,1.36,3.1,0.5656155615060492,0.22924201900391278,0.20513903688896967,0.533307374214903,0.060195382406327845
Sheffield Utd,0,6,Arsenal,2024-03-04,17.0,7.0,1.18,1.4,2.88,0.14769476910924959,0.26987194712948576,0.5824329274173878,0.32499597593261864,0.13467071956683654
Manchester Utd,2,0,Everton,2024-03-09,1.83,3.6,4.0,1.67,2.15,0.4953425234361275,0.29139752312060085,0.21325983309116225,0.32790508075884395,0.13325280720207724
Bournemouth,2,2,Sheffield Utd,2024-03-09,1.33,5.25,8.0,1.53,2.4,0.47269571686695505,0.2788638601258886,0.24844022690415205,0.3878475685890609,0.1066765810903932
Wolves,2,1,Fulham,2024-03-09,2.5,3.4,2.75,1.95,1.95,0.3393270947362438,0.26989391168324056,0.3907787936726551,0.45565828842264916,0.08238471130285764
Crystal Palace,1,1,Luton Town,2024-03-09,1.75,3.8,4.2,1.75,2.05,0.5011494195332242,0.210627481192724,0.2882097041411278,0.7061689604468252,0.026000993996151966
Arsenal,2,1,Brentford,2024-03-09,1.22,7.0,11.0,1.44,2.7,0.7868639400469318,0.1390083221799092,0.07403685900335046,0.6397661299595251,0.037067314767705466
Aston Villa,0,4,Tottenham,2024-03-10,2.38,4.0,2.6,1.36,3.1,0.5215992899695098,0.22798726561283253,0.2504094446587485,0.5896427003035141,0.04705812382004209
West Ham,2,2,Burnley,2024-03-10,1.67,4.0,4.75,1.7,2.1,0.7373776421927463,0.1484133679234501,0.1140522946681537,0.7348510865484061,0.021876291740264342
Brighton,1,0,Nott'ham Forest,2024-03-10,1.8,4.0,4.0,1.62,2.25,0.7214576493287947,0.16144255169068306,0.1170284749339992,0.6748993202559661,0.030930777545574398
Liverpool,1,1,Manchester City,2024-03-10,3.0,3.75,2.2,1.5,2.5,0.5432534456845003,0.21591504325805205,0.2408228546825445,0.6368851479191253,0.037617146447989566
Chelsea,3,2,Newcastle Utd,2024-03-11,1.91,4.0,3.6,1.44,2.7,0.35654513958083267,0.22235707621423956,0.4210926321390236,0.6786969961429379,0.030314263113871996
Bournemouth,4,3,Luton Town,2024-03-13,1.5,4.75,5.75,1.44,2.7,0.380508716408664,0.23925427315370923,0.38023555737184384,0.5959206634944789,0.04572839436716037
Luton Town,1,1,Nott'ham Forest,2024-03-16,2.8,3.5,2.45,1.67,2.15,0.5984872080565953,0.2261855662843312,0.17532374105131723,0.5040222608290994,0.06794785365529411
Burnley,2,1,Brentford,2024-03-16,3.25,3.6,2.15,1.75,2.05,0.23345704506764758,0.22119513475277047,0.5453417930960424,0.6035895900457613,0.04413034115399473
Fulham,3,0,Tottenham,2024-03-16,3.5,3.8,1.95,1.48,2.6,0.44451924856749064,0.24880565941453228,0.3066741841474674,0.534461653438649,0.05990999522886771
West Ham,1,1,Aston Villa,2024-03-17,2.63,3.75,2.45,1.57,2.35,0.4036758432489983,0.23509309909457982,0.3612290688423191,0.6151760813852777,0.041792999279824015
Newcastle Utd,4,3,West Ham,2024-03-30,1.83,4.2,3.8,1.5,2.5,0.3981610754123933,0.2510011139315129,0.3508371447452632,0.5378421022725675,0.059061482838567145
Bournemouth,2,1,Everton,2024-03-30,2.2,3.6,3.2,1.7,2.1,0.3551853633339995,0.2906939557808573,0.354120625928264,0.38018884448025597,0.10978121350672142
Tottenham,2,1,Luton Town,2024-03-30,1.2,8.0,11.0,1.25,4.0,0.6222223265153856,0.18632547852081002,0.19140680597875442,0.7149930944862789,0.02469077337291845
Nott'ham Forest,1,1,Crystal Palace,2024-03-30,2.2,3.3,3.4,2.08,1.73,0.48329186053082096,0.25207985191929383,0.26462742113727106,0.4963333892012268,0.07011043274164373
Sheffield Utd,3,3,Fulham,2024-03-30,4.5,4.0,1.73,1.65,2.2,0.1567303153331408,0.17870983283058664,0.6645112793397792,0.6870973411594078,0.02895073544141441
Chelsea,2,2,Burnley,2024-03-30,1.29,6.0,9.5,1.48,2.6,0.69454424986749,0.19240612292089176,0.11303861152183688,0.5189286503968472,0.06390208759097828
Aston Villa,2,0,Wolves,2024-03-30,1.6,4.33,5.0,1.57,2.35,0.4731869921761373,0.2404485644832655,0.2863627472021675,0.5609327036679492,0.05348140582085325
Brentford,1,1,Manchester Utd,2024-03-30,3.0,3.8,2.2,1.53,2.4,0.43632166399356825,0.24643088251064385,0.31724643433272387,0.5495099717182889,0.0561940024101489
Liverpool,2,1,Brighton,2024-03-31,1.36,5.5,7.5,1.36,3.1,0.7687980163566345,0.13730262961057538,0.0937096972276398,0.727154577613567,0.0229426795826139
Manchester City,0,0,Arsenal,2024-03-31,1.91,3.8,3.8,1.7,2.1,0.8762266640783891,0.08746900735096175,0.03580953392767291,0.7231400515740972,0.02350245029142434
Newcastle Utd,1,1,Everton,2024-04-02,2.0,3.75,3.5,1.67,2.2,0.24787363342740107,0.346682617080951,0.4054437436652565,0.22002359149167455,0.19954248614052741
Nott'ham Forest,3,1,Fulham,2024-04-02,2.7,3.4,2.63,1.8,2.0,0.2647183084850868,0.24512456007900918,0.4901558001800376,0.5254674588920494,0.062210413101430516
Bournemouth,1,0,Crystal Palace,2024-04-02,1.95,3.8,3.6,1.73,2.1,0.5619863166927943,0.2152256927081209,0.22277946891397954,0.6190010179730119,0.041034089539004136
Burnley,1,1,Wolves,2024-04-02,2.45,3.6,2.75,1.84,2.06,0.5029857101265477,0.2068515520457614,0.2901450212156812,0.7265370527150041,0.02303672214119466
West Ham,1,1,Tottenham,2024-04-02,3.3,4.2,1.95,1.33,3.4,0.3433519622603746,0.21030403093444117,0.4463306875299144,0.7368006435637124,0.021615593924093606
Arsenal,2,0,Luton Town,2024-04-03,1.1,10.0,19.0,1.25,4.0,0.4138192947243394,0.27944923340864797,0.3067313409678733,0.41241107568925706,0.09726005784302853
Brentford,0,0,Brighton,2024-04-03,2.38,3.8,2.75,1.57,2.38,0.426821123647123,0.23400113082569393,0.3391754893203532,0.6157563263613248,0.04167769840742502
Manchester City,4,1,Aston Villa,2024-04-03,1.3,6.0,8.0,1.4,3.0,0.6531153178920391,0.21183398795581937,0.1350453595452179,0.49016039503253506,0.07185693041956631
Liverpool,3,1,Sheffield Utd,2024-04-04,1.09,12.0,21.0,1.2,4.5,0.9078728510654812,0.06074790215123098,0.028572680139308283,0.8494466667327507,0.008931305605068149
Chelsea,4,3,Manchester Utd,2024-04-04,2.0,4.0,3.4,1.4,3.0,0.44742535976628917,0.22524644545116612,0.3273238059901374,0.6549937113520607,0.03434106082342061
Crystal Palace,2,4,Manchester City,2024-04-06,9.5,5.25,1.33,1.67,2.2,0.1459261170988742,0.21005744605148385,0.6440098404810842,0.5188254308242571,0.06393690589055434
Luton Town,2,1,Bournemouth,2024-04-06,3.75,3.8,1.91,1.5,2.63,0.4821564261182983,0.23279228530107002,0.28504845510754867,0.5954127172470389,0.04583383123526248
Wolves,1,2,West Ham,2024-04-06,2.5,3.6,2.7,1.8,2.0,0.5551198739002038,0.20735254173972167,0.23751239599177632,0.6749920472406007,0.03092249574859548
Fulham,0,1,Newcastle Utd,2024-04-06,2.38,3.8,2.8,1.5,2.63,0.6331441635164319,0.21806197467589447,0.1487894452772778,0.4920047899364093,0.07132938005509605
Everton,1,0,Burnley,2024-04-06,1.65,4.0,5.25,1.8,2.0,0.5351561423036696,0.26411835199543404,0.2007250101409563,0.3980190185615228,0.10267490077982189
Aston Villa,3,3,Brentford,2024-04-06,1.7,4.0,4.75,1.53,2.5,0.5729013018768544,0.23377359878287166,0.19332259980939268,0.4991786646798948,0.06930070921612737
Brighton,0,3,Arsenal,2024-04-06,5.0,4.33,1.62,1.62,2.3,0.5574984539673565,0.22798723401449908,0.2145105550331492,0.5504836692176314,0.055953738331971516
Manchester Utd,2,2,Liverpool,2024-04-07,4.75,4.5,1.6,1.33,3.4,0.34079929437125733,0.24551902933638653,0.4136806793347395,0.5611001270917414,0.053443747250137924
Sheffield Utd,2,2,Chelsea,2024-04-07,7.0,5.25,1.4,1.4,3.0,0.2074195466133625,0.18025374686584228,0.612245075172154,0.7707737859338716,0.017239711724180998
