Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win_0.006,proba_draw_0.006,proba_lose_0.006,proba_O_0.006,proba_U_0.006
Manchester City,5,1,Fulham,2023-09-02,1.17,8.0,15.0,1.4,3.0,0.8790222835387312,0.09004918988657512,0.030634671099448355,0.6673373866833905,0.33265917212463725
Brentford,2,2,Bournemouth,2023-09-02,1.73,3.8,4.75,1.73,2.1,0.7443647583919722,0.1772894742035564,0.07833329436841327,0.4823222113724848,0.5176776734687257
Burnley,2,5,Tottenham,2023-09-02,3.6,4.0,1.85,1.62,2.3,0.1098902450422186,0.19017390078306218,0.6999241362974685,0.5196703271820513,0.48032943884219353
Brighton,3,1,Newcastle Utd,2023-09-02,2.5,3.8,2.55,1.5,2.63,0.29803975960937956,0.21982160685555988,0.4821318553022538,0.6661754398170242,0.33382119077886185
Liverpool,3,0,Aston Villa,2023-09-03,1.65,4.5,4.5,1.4,3.0,0.5270545211209765,0.23189183145848286,0.24105057030448387,0.5620078452184458,0.43799164303017973
Crystal Palace,3,2,Wolves,2023-09-03,1.91,3.3,4.33,2.2,1.67,0.40092169650544834,0.321244361606787,0.27783392656320827,0.28061865099331734,0.7193813477070697
Arsenal,3,1,Manchester Utd,2023-09-03,1.75,3.8,4.5,1.57,2.38,0.526510311701254,0.23859992447595638,0.23488772950797723,0.526620730342487,0.4733790032539845
Wolves,1,3,Liverpool,2023-09-16,6.0,5.0,1.45,1.44,2.75,0.1561113000854345,0.237271471032929,0.6066155102103119,0.43263980915915295,0.5673601476962383
Fulham,1,0,Luton Town,2023-09-16,1.67,3.75,5.5,1.89,2.01,0.4680900498107854,0.25597940589152535,0.2759298971192795,0.48707473049068506,0.5129251433306892
West Ham,1,3,Manchester City,2023-09-16,7.0,4.5,1.45,1.62,2.3,0.11187120227985274,0.15690903621913566,0.7311354496961607,0.6825100806091454,0.31748538684075545
Aston Villa,3,1,Crystal Palace,2023-09-16,1.91,3.6,4.0,1.89,2.01,0.5770700020188758,0.21381218291996065,0.20910914376338227,0.6070135831913017,0.3929852583696106
Manchester Utd,1,3,Brighton,2023-09-16,2.15,4.0,2.88,1.44,2.75,0.49612060291342536,0.2031567539493872,0.30069930751315643,0.7516304475959614,0.24835318344838592
Tottenham,2,1,Sheffield Utd,2023-09-16,1.29,5.5,11.0,1.5,2.63,0.7651603702244316,0.15450561835592183,0.08029030301061431,0.5868515322368771,0.41314766334434816
Newcastle Utd,1,0,Brentford,2023-09-16,1.53,4.2,6.0,1.67,2.2,0.5641028557278585,0.2322569290189012,0.20363741320799475,0.5180177934841312,0.48198197966968787
Bournemouth,0,0,Chelsea,2023-09-17,4.33,3.75,1.8,1.67,2.2,0.2943218708717412,0.31850749087290364,0.3871706231180856,0.29102729835782165,0.7089726999262413
Everton,0,1,Arsenal,2023-09-17,6.0,4.5,1.5,1.67,2.2,0.2102809276810798,0.2555420123768173,0.5341762883065921,0.4358284328163364,0.5641715211600203
Nott'ham Forest,1,1,Burnley,2023-09-18,2.2,3.5,3.25,1.92,1.98,0.6565181093367801,0.17314680440087685,0.1702498186459756,0.7430260766555752,0.2569600250480965
Manchester City,2,0,Nott'ham Forest,2023-09-23,1.14,8.5,15.0,1.4,3.0,0.9147390496235275,0.06454526983677404,0.019871624221276737,0.7350654965074159,0.2649225429105747
Luton Town,1,1,Wolves,2023-09-23,3.25,3.4,2.2,2.02,1.88,0.22596281898756712,0.3433630583099642,0.4306741140199052,0.21885132542469443,0.781148674362481
Crystal Palace,0,0,Fulham,2023-09-23,1.91,3.4,4.2,2.0,1.8,0.4684156520667035,0.26128440076023796,0.2702994671196977,0.46269803598639747,0.5373018854030098
Brentford,1,3,Everton,2023-09-23,1.8,3.8,4.2,1.95,1.95,0.7583967778176933,0.16715765378930192,0.07442657182128005,0.5099157742623489,0.49008403093053016
Burnley,0,1,Manchester Utd,2023-09-23,4.2,4.2,1.73,1.62,2.3,0.1759900400753049,0.18301458756793965,0.640948164533831,0.7037499461205855,0.29624336956625624
Arsenal,2,2,Tottenham,2023-09-24,1.67,4.33,4.33,1.5,2.63,0.5677020829293731,0.2133142958540539,0.2189742291940037,0.6225707618955709,0.3774277043532974
Brighton,3,1,Bournemouth,2023-09-24,1.36,5.25,7.5,1.36,3.2,0.7719001524640421,0.13799133685049575,0.08994795618715294,0.7089473246102219,0.2910453196062799
Chelsea,0,1,Aston Villa,2023-09-24,1.91,3.75,3.8,1.73,2.1,0.36789087409003185,0.31078764704992295,0.32132145989175714,0.3155463637678661,0.6844536330314752
Liverpool,3,1,West Ham,2023-09-24,1.4,5.0,7.0,1.4,3.0,0.7083528372825033,0.15671269320477502,0.1347922682257322,0.7485372867186902,0.2514472817649374
Sheffield Utd,0,8,Newcastle Utd,2023-09-24,7.0,4.75,1.44,1.67,2.2,0.1639111105355732,0.1991404410547686,0.636933625860584,0.6014612194700412,0.3985377326354057
Aston Villa,6,1,Brighton,2023-09-30,2.55,3.75,2.55,1.44,2.75,0.5237281889507813,0.1972771979046141,0.2789592628794984,0.7653095430696869,0.23466915850339656
Wolves,2,1,Manchester City,2023-09-30,8.0,5.75,1.33,1.53,2.5,0.05642095100318389,0.1312882700501365,0.8122129545930674,0.599249006750409,0.4007499864124904
Bournemouth,0,4,Arsenal,2023-09-30,5.5,4.5,1.53,1.53,2.5,0.16572830141841544,0.23339062295045296,0.6008788568120571,0.46097620677950263,0.5390237172245811
Everton,1,2,Luton Town,2023-09-30,1.57,3.8,6.5,2.05,1.85,0.5143595720753485,0.3001794303212085,0.1854609104092459,0.28579325903501923,0.7142067394680697
Newcastle Utd,2,0,Burnley,2023-09-30,1.3,5.75,9.0,1.53,2.5,0.9137803104411555,0.06203400764984424,0.02279007672018976,0.7843345276519305,0.21563452393273302
West Ham,2,0,Sheffield Utd,2023-09-30,1.45,4.5,7.0,1.67,2.2,0.6631842155176293,0.18983965712012887,0.1469551402678513,0.610239379712311,0.3897593923840432
Manchester Utd,0,1,Crystal Palace,2023-09-30,1.55,4.2,5.75,1.8,2.0,0.4938396336720214,0.25991809674565036,0.24624169936541898,0.45148973313417157,0.548510203873235
Tottenham,2,1,Liverpool,2023-09-30,2.9,4.0,2.15,1.36,3.2,0.3270530137409846,0.20776411139905107,0.46516657532039934,0.7427160339578897,0.25727014918586144
Nott'ham Forest,1,1,Brentford,2023-10-01,2.75,3.1,2.7,2.1,1.73,0.3413825346297801,0.2612833338686662,0.39733379062235813,0.4903992022674142,0.5096006632509652
Fulham,0,2,Chelsea,2023-10-02,3.6,3.5,2.05,1.98,1.92,0.3852145650127827,0.28174418561849235,0.33304115234698733,0.40918192201847564,0.5908180513831143
Luton Town,1,2,Burnley,2023-10-03,2.9,3.0,2.63,2.2,1.65,0.5412403835900298,0.2529376930954228,0.20582103557960943,0.44054902160699955,0.559450927773049
Luton Town,0,1,Tottenham,2023-10-07,6.0,4.75,1.45,1.53,2.4,0.3011232218393081,0.24357528563675562,0.4553001939268905,0.5543987931682748,0.44560076166629026
Everton,3,0,Bournemouth,2023-10-07,1.91,3.6,3.8,1.85,2.05,0.4910092666234433,0.29158241361348697,0.2174082038353976,0.3295002521561445,0.6704997433540905
Manchester Utd,2,1,Brentford,2023-10-07,1.67,4.2,4.75,1.65,2.2,0.340927775589923,0.28766032316703244,0.371411835155402,0.3892329662981818,0.6107670162926376
Burnley,1,4,Chelsea,2023-10-07,4.5,3.8,1.73,1.85,2.05,0.3554958241997686,0.2916802361588363,0.3528238883761658,0.37603937147861066,0.6239606154610406
Fulham,3,1,Sheffield Utd,2023-10-07,1.62,3.8,6.0,1.96,1.94,0.5646802763977165,0.24478445937875398,0.19053391920443774,0.45273318815029123,0.5472667472702639
Crystal Palace,0,0,Nott'ham Forest,2023-10-07,2.2,3.1,3.6,2.25,1.62,0.5056601224501758,0.28942564559676115,0.20491409601412983,0.3265362015989431,0.6734637942189354
West Ham,2,2,Newcastle Utd,2023-10-08,3.2,3.75,2.1,1.7,2.1,0.23307052268244324,0.2182645601885394,0.5486577151414009,0.6162632784969091,0.3837353526414168
Wolves,1,1,Aston Villa,2023-10-08,3.5,3.4,2.1,1.75,2.05,0.22365619484751173,0.23803844572755298,0.5383032711614884,0.5173639289262202,0.4826358469899125
Brighton,2,2,Liverpool,2023-10-08,3.0,3.8,2.2,1.36,3.1,0.2897597496695911,0.20629124993682862,0.5039307247875076,0.7284548401798635,0.27153459397214796
Arsenal,1,0,Manchester City,2023-10-08,2.9,3.3,2.4,1.75,2.05,0.1597093029001824,0.24832762546663154,0.5919620616367508,0.4009323920547656,0.5990675855851955
Liverpool,2,0,Everton,2023-10-21,1.33,5.75,7.5,1.4,2.88,0.801883023205332,0.12838028186916906,0.0695849550358633,0.676899033589416,0.32309687351407657
Bournemouth,1,2,Wolves,2023-10-21,2.38,3.4,3.0,1.85,2.05,0.24705179442763378,0.28692519468067534,0.4660228849257801,0.36108894346675907,0.6389110471729842
Newcastle Utd,4,0,Crystal Palace,2023-10-21,1.45,4.5,7.0,1.85,2.05,0.6638797072678504,0.20140694276443646,0.13470413818695587,0.5312589374937495,0.46874077209117726
Brentford,3,0,Burnley,2023-10-21,1.83,3.75,4.2,1.95,1.95,0.7951691112192114,0.13655840619434284,0.06818597196922058,0.6268583709482499,0.3731399720227161
Manchester City,2,1,Brighton,2023-10-21,1.4,5.25,6.5,1.36,3.1,0.740845220774093,0.14106328647788097,0.11780360502339919,0.7853712848908624,0.2145971221635728
Nott'ham Forest,2,2,Luton Town,2023-10-21,1.67,3.75,5.5,2.08,1.82,0.590390398584968,0.23117414608983694,0.17843277751966335,0.4881613123362657,0.5118385588245309
Chelsea,2,2,Arsenal,2023-10-21,3.2,3.4,2.25,1.98,1.92,0.2881964046374195,0.26652047422691905,0.4452828023312261,0.4521844590841193,0.5478154770422006
Sheffield Utd,1,2,Manchester Utd,2023-10-21,6.5,5.25,1.4,1.53,2.4,0.2212084650770321,0.29423712346264286,0.48455431195369264,0.3248315026118603,0.6751684933698751
Aston Villa,4,1,West Ham,2023-10-22,1.85,3.6,4.0,1.57,2.35,0.7007305453030105,0.1565320968595801,0.14256848408735615,0.7688255104757646,0.23115168430016172
Tottenham,2,0,Fulham,2023-10-23,1.5,4.5,6.0,1.5,2.5,0.666274463348065,0.16159757440011224,0.17192930227508046,0.8048923750587391,0.19506071810750514
Crystal Palace,1,2,Tottenham,2023-10-27,4.5,3.75,1.75,1.94,1.96,0.32752299559905845,0.22834361842616313,0.44412992745081464,0.6389146285684841,0.3610833121743134
Chelsea,0,2,Brentford,2023-10-28,1.65,4.0,5.25,1.8,2.0,0.4567235904126213,0.290853183424473,0.25242312777330544,0.3522528087142624,0.6477471836309082
Bournemouth,2,1,Burnley,2023-10-28,2.15,3.5,3.3,1.75,2.05,0.3594848822616227,0.30219001780982413,0.33832507118623467,0.3419168414219713,0.6580831525550621
Arsenal,5,0,Sheffield Utd,2023-10-28,1.13,8.5,19.0,1.36,3.1,0.8339501443219683,0.11744010568036006,0.04848048780633795,0.6295590537914667,0.3704392065020487
Wolves,2,2,Newcastle Utd,2023-10-28,4.2,4.0,1.75,1.75,2.05,0.11281980841242968,0.21190637284062863,0.675269749736535,0.44340437347495176,0.5565955729151701
West Ham,0,1,Everton,2023-10-29,2.15,3.5,3.3,1.73,2.08,0.6133408872939727,0.18366757784259502,0.2029307147442487,0.746406180971397,0.253579000540591
Liverpool,3,0,Nott'ham Forest,2023-10-29,1.29,5.75,11.0,1.4,2.88,0.7667812239435522,0.1522309706432923,0.08093709864787317,0.6002283550857415,0.39977062010209763
Brighton,1,1,Fulham,2023-10-29,1.55,4.2,5.5,1.5,2.5,0.7208293653503812,0.13517931847830372,0.14314376880289365,0.8766036312047745,0.12316161754685102
Aston Villa,3,1,Luton Town,2023-10-29,1.25,6.5,9.5,1.48,2.6,0.9046239833333627,0.06535632336483166,0.02828186002384205,0.812916632543456,0.1870279637438382
Manchester Utd,0,3,Manchester City,2023-10-29,5.0,3.8,1.67,1.7,2.1,0.28372355135020433,0.22995908109141294,0.48631396345461,0.6071637322799615,0.39283510613354944
Fulham,0,1,Manchester Utd,2023-11-04,3.2,3.6,2.2,1.75,2.05,0.29484093321887284,0.25444220028879744,0.45071621099637893,0.5038080729917188,0.4961917534288549
Brentford,3,2,West Ham,2023-11-04,2.05,3.6,3.5,1.73,2.08,0.6036936306779452,0.20124310473621834,0.1950457910388072,0.6462155675284955,0.35378208337612777
Everton,1,1,Brighton,2023-11-04,3.1,3.6,2.2,1.57,2.35,0.21409330092596673,0.19403303059463667,0.5918410105071842,0.7106707981657191,0.2893216084439447
Burnley,0,2,Crystal Palace,2023-11-04,2.75,3.25,2.6,2.2,1.65,0.42991873654412155,0.2355452113272709,0.33453403078173727,0.6060365104597459,0.39396235136909347
Manchester City,6,1,Bournemouth,2023-11-04,1.1,11.0,19.0,1.29,3.6,0.9139635976321352,0.06474274208270837,0.02041856519298936,0.7395187922298443,0.2604682005597111
Sheffield Utd,2,1,Wolves,2023-11-04,3.8,3.5,2.0,1.91,1.99,0.22645221533635337,0.2984316375953477,0.47511606892574065,0.3169245751405705,0.6830754215567774
Newcastle Utd,1,0,Arsenal,2023-11-04,2.8,3.2,2.6,1.95,1.95,0.40372343362390195,0.247056551636528,0.3492191499372338,0.5549118591655562,0.44508769145579175
Nott'ham Forest,2,0,Aston Villa,2023-11-05,4.2,3.75,1.85,1.73,2.08,0.18110210810508814,0.20859306849794124,0.6102949206633382,0.5885668851407728,0.41143228504104845
Luton Town,1,1,Liverpool,2023-11-05,12.0,6.5,1.22,1.36,3.1,0.08457920587153796,0.14381654320170806,0.7715107425936935,0.656861414443863,0.3431357385596557
Tottenham,1,4,Chelsea,2023-11-06,2.0,3.75,3.5,1.7,2.1,0.5053065349956041,0.2781921362598618,0.21650109832776684,0.3670753729252283,0.6329246163635407
Wolves,2,1,Tottenham,2023-11-11,3.1,3.75,2.2,1.62,2.25,0.41605795075529906,0.28583922717253696,0.2981027283747671,0.38700310196392324,0.6129968814444926
Arsenal,3,1,Burnley,2023-11-11,1.18,7.0,17.0,1.48,2.6,0.8199115964523204,0.11856001841121998,0.06131901516641735,0.6920975729858132,0.3078970282139234
Manchester Utd,1,0,Luton Town,2023-11-11,1.33,5.25,9.5,1.53,2.4,0.5836875763420944,0.22987703029157633,0.18643239990393135,0.5047624268417013,0.49523739641488035
Crystal Palace,2,3,Everton,2023-11-11,2.45,3.2,3.0,2.25,1.62,0.4216211354826341,0.36593530947303654,0.21244355152218644,0.1781968795766108,0.821803120371075
Bournemouth,2,0,Newcastle Utd,2023-11-11,4.75,4.0,1.73,1.7,2.1,0.08157818964485528,0.1157380022337126,0.8020958992045015,0.8020213731874839,0.19793440473817595
West Ham,3,2,Nott'ham Forest,2023-11-12,1.85,3.6,4.0,1.75,2.05,0.5937820091283068,0.22636741985373965,0.1798470542377516,0.5094532707618318,0.49054653612251825
Liverpool,3,0,Brentford,2023-11-12,1.4,5.0,6.5,1.44,2.7,0.3831002758076778,0.2579557390077456,0.35894357896569606,0.5068948055082155,0.4931050104792468
Aston Villa,3,1,Fulham,2023-11-12,1.57,4.2,5.5,1.7,2.1,0.8638166420052488,0.08701016425445833,0.04804761456174449,0.8105191148283659,0.18942818416296522
Brighton,1,1,Sheffield Utd,2023-11-12,1.25,5.75,13.0,1.4,2.88,0.6827412466939983,0.13297108431634788,0.18200383889491778,0.9394677749995372,0.058971755336586176
Chelsea,4,4,Manchester City,2023-11-12,5.0,3.7,1.73,1.88,2.02,0.392049332567491,0.30906552832602674,0.29888511458146116,0.3167899734476075,0.6832100232547584
Manchester City,1,1,Liverpool,2023-11-25,1.73,4.2,4.2,1.48,2.6,0.33317623068395774,0.3004528448326375,0.3663708922712637,0.34689932967661835,0.6531006635530375
Burnley,1,2,West Ham,2023-11-25,3.4,3.5,2.05,1.75,2.05,0.19429690426731863,0.22053774574663232,0.5851600248764616,0.5554481724770793,0.4445513736984953
Nott'ham Forest,2,3,Brighton,2023-11-25,3.2,3.6,2.15,1.73,2.08,0.36432218847762593,0.23180482389592633,0.40387050284673387,0.6312843129022409,0.36871389248865893
Sheffield Utd,1,3,Bournemouth,2023-11-25,3.2,3.5,2.2,1.85,2.05,0.3916961991073742,0.2615856167604681,0.34671785539650507,0.4899490374717867,0.5100508291969214
Newcastle Utd,4,1,Chelsea,2023-11-25,2.55,3.5,2.63,1.86,2.04,0.5248888988056616,0.22321361255446046,0.25189207873618985,0.6127144730395739,0.38728424297991365
Luton Town,2,1,Crystal Palace,2023-11-25,3.6,3.3,2.1,2.15,1.67,0.34412741107895317,0.3201541839638159,0.3357183941091637,0.29119581053369864,0.7088041877436775
Brentford,0,1,Arsenal,2023-11-25,4.5,3.75,1.75,1.9,2.0,0.27175762221346783,0.2537967219217435,0.4744449030733409,0.4933396671493532,0.5066601905975204
Tottenham,1,2,Aston Villa,2023-11-26,2.3,3.8,2.8,1.5,2.5,0.3595548045766618,0.2222393164817748,0.4182007658022036,0.6792160669003128,0.32077966425991067
Everton,0,3,Manchester Utd,2023-11-26,2.7,3.4,2.55,1.85,2.05,0.36402441123728874,0.29877980377128455,0.33719575001178864,0.35238635562820897,0.6476136366885434
Fulham,3,2,Wolves,2023-11-27,2.38,3.3,3.0,2.08,1.73,0.4438306153755574,0.30773201075394757,0.2484373325030391,0.3040469331834942,0.6959530644167262
Brentford,3,1,Luton Town,2023-12-02,1.45,4.5,6.5,1.7,2.1,0.5251390705859772,0.26898570090070373,0.20587484845439175,0.3865767330401551,0.613423250518704
Arsenal,2,1,Wolves,2023-12-02,1.25,5.5,12.0,1.65,2.2,0.7818418056027912,0.15546058972438964,0.0626721318051759,0.5158474928560357,0.48415228934410537
Burnley,5,0,Sheffield Utd,2023-12-02,1.8,3.6,4.5,2.06,1.84,0.44642873598446764,0.2678530866893816,0.28571787920185815,0.4459621834319599,0.5540377601413855
Nott'ham Forest,0,1,Everton,2023-12-02,2.75,3.25,2.6,2.05,1.75,0.4299908351676165,0.2653596614110484,0.30464919132578083,0.4636388258902833,0.5363610940311585
Newcastle Utd,1,0,Manchester Utd,2023-12-02,1.91,3.75,3.8,1.67,2.15,0.5719194737339686,0.22172907113518803,0.2063461912958141,0.5669703776006974,0.43302906208254693
Bournemouth,2,2,Aston Villa,2023-12-03,3.4,4.0,1.95,1.53,2.4,0.120298138290778,0.15475326290060687,0.7248304528972295,0.7191957865778961,0.2807953216527139
Liverpool,4,3,Fulham,2023-12-03,1.25,6.5,9.0,1.4,2.88,0.7685605610206595,0.15532772705331802,0.07607450851630065,0.5673040377394997,0.43269539851115535
Chelsea,3,2,Brighton,2023-12-03,1.73,4.2,4.2,1.53,2.4,0.4433605166863534,0.20619398401462727,0.3504273629374546,0.7593049433305181,0.24067609206676457
West Ham,1,1,Crystal Palace,2023-12-03,2.0,3.5,3.8,2.04,1.86,0.6757483626631233,0.19392067265574522,0.13031784932824042,0.5536902108922792,0.4463093496870415
Manchester City,3,3,Tottenham,2023-12-03,1.29,6.0,9.0,1.36,3.1,0.4730856368098832,0.2637664693123338,0.2631474663399778,0.4488383534188748,0.5511615868221784
Wolves,1,0,Burnley,2023-12-05,1.85,3.6,4.2,2.05,1.85,0.578593975529161,0.19513965289930668,0.22623346457476362,0.7214862677130391,0.27850445394078893
Luton Town,3,4,Arsenal,2023-12-05,17.0,7.0,1.18,1.65,2.2,0.23436089090490386,0.25080713425926554,0.5148309848422954,0.47641339725257925,0.5235865000149738
Sheffield Utd,0,2,Liverpool,2023-12-06,12.0,7.5,1.2,1.33,3.4,0.08667985608645346,0.1323139541052963,0.7807937781013631,0.7278524275658423,0.2721371247167576
Crystal Palace,0,2,Bournemouth,2023-12-06,2.25,3.5,3.1,2.01,1.89,0.6076924565931485,0.21943182145794085,0.17287076646488944,0.5272681728955477,0.4727315574698614
Brighton,2,1,Brentford,2023-12-06,1.91,3.8,3.75,1.62,2.25,0.46599768579189377,0.2056918594971177,0.3282912948336709,0.7537404291588828,0.2462425279922189
Fulham,5,0,Nott'ham Forest,2023-12-06,2.0,3.4,3.75,2.06,1.84,0.40065927620565917,0.2867090398182089,0.31263160353596564,0.3880493069918059,0.6119506760387432
Aston Villa,1,0,Manchester City,2023-12-06,4.75,4.2,1.7,1.53,2.4,0.45614550591084513,0.3001277582320669,0.24372667202357604,0.32173297414147545,0.6782670221328596
Manchester Utd,2,1,Chelsea,2023-12-06,2.88,3.4,2.45,1.65,2.2,0.40087120286924016,0.2635268395454046,0.3356016566634658,0.47995621050437026,0.5200436794801815
Everton,3,0,Newcastle Utd,2023-12-07,3.25,3.25,2.25,1.96,1.94,0.16021296601749946,0.20171687330545054,0.6380579362073762,0.5823954546257541,0.4176038034317966
Tottenham,1,2,West Ham,2023-12-07,1.75,4.2,4.2,1.5,2.5,0.6284313003079685,0.1868228434147582,0.1847053031025119,0.7003992955554078,0.2995944191764132
Crystal Palace,1,2,Liverpool,2023-12-09,6.0,4.5,1.5,1.65,2.2,0.40840586909670407,0.2976720734894405,0.29392200872047525,0.3483175963773707,0.651682396626565
Manchester Utd,0,3,Bournemouth,2023-12-09,1.55,4.33,5.75,1.5,2.5,0.5685054287372597,0.21393932860323264,0.21754627633985427,0.6177418714229432,0.3822567227200349
Wolves,1,1,Nott'ham Forest,2023-12-09,1.85,3.6,4.33,2.06,1.84,0.44180001791639323,0.27034619753200145,0.28785353140290165,0.4376305165682442,0.5623694357027755
Brighton,1,1,Burnley,2023-12-09,1.5,4.75,6.0,1.57,2.35,0.7460907314813129,0.12155841507003043,0.13048206589077466,0.9113073473606024,0.08808908301522049
Sheffield Utd,1,0,Brentford,2023-12-09,4.2,3.8,1.75,1.95,1.95,0.11776180748728038,0.16684636577307121,0.7153404259764046,0.6489814914987172,0.3510160391650712
Aston Villa,1,0,Arsenal,2023-12-09,3.3,3.6,2.1,1.7,2.1,0.29923143346302866,0.2860424155344662,0.41472605917630395,0.38667532755414746,0.6133246559713068
