Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win_0.008,proba_draw_0.008,proba_lose_0.008,proba_O_0.008,proba_U_0.008
Wolves,1,1,Nott'ham Forest,2023-12-09,1.85,3.6,4.33,2.06,1.84,0.5161043796059428,0.2591281802990159,0.2247668131172344,0.43677785046431955,0.563222102605375
Brighton,1,1,Burnley,2023-12-09,1.5,4.75,6.0,1.57,2.35,0.7559919763653115,0.1301396950813452,0.11329496094481196,0.8305194216836096,0.1693999309224081
Sheffield Utd,1,0,Brentford,2023-12-09,4.2,3.8,1.75,1.95,1.95,0.2521576984258087,0.301038333856316,0.44680391056662366,0.323355563929746,0.6766444321947113
Aston Villa,1,0,Arsenal,2023-12-09,3.3,3.6,2.1,1.7,2.1,0.8866013114920294,0.07113959369293467,0.03963271386527233,0.8608549459632486,0.13898490440989322
Everton,2,0,Chelsea,2023-12-10,3.1,3.5,2.25,1.75,2.05,0.31261425686536837,0.27274301725491973,0.4146425376196736,0.43793994809954356,0.5620600038554692
Fulham,5,0,West Ham,2023-12-10,2.38,3.5,2.9,1.9,2.0,0.4935438967465832,0.22119752719216965,0.28525234981999453,0.6507627322299274,0.3492347163917155
Luton Town,1,2,Manchester City,2023-12-10,17.0,8.0,1.14,1.36,3.1,0.15738060388069142,0.17614296668755458,0.6664187573820344,0.7011170356132007,0.2988765922485027
Tottenham,4,1,Newcastle Utd,2023-12-10,2.15,3.8,3.1,1.53,2.4,0.31329362669993366,0.2633419058496758,0.42336412877338014,0.4748422571623857,0.5251576431534432
Nott'ham Forest,0,2,Tottenham,2023-12-15,4.2,4.2,1.73,1.62,2.25,0.38629891389498894,0.267166023955577,0.34653483241560235,0.4668426058785962,0.5331573088234104
Manchester City,2,2,Crystal Palace,2023-12-16,1.18,8.0,13.0,1.44,2.7,0.8545067267198928,0.10294821939322897,0.04230216857173295,0.6734640119259844,0.326532141027763
Chelsea,2,0,Sheffield Utd,2023-12-16,1.22,6.5,13.0,1.5,2.5,0.6187601877434247,0.2356393140212454,0.14559875305770756,0.4220751027122335,0.5779248625161291
Newcastle Utd,3,0,Fulham,2023-12-16,1.8,3.8,4.0,1.7,2.1,0.5066558555361176,0.2136382335840947,0.27969527237135355,0.6840454907287266,0.3159498456160389
Burnley,0,2,Everton,2023-12-16,3.6,3.4,2.1,2.05,1.75,0.3089883665588177,0.2542396666659874,0.4367713443975172,0.5111115695459076,0.4888882311272967
Brentford,1,2,Aston Villa,2023-12-17,3.2,3.75,2.1,1.7,2.1,0.18014013610630872,0.2364407282278252,0.5834171040471449,0.470359453480276,0.5296404551589438
West Ham,3,0,Wolves,2023-12-17,2.15,3.5,3.3,1.95,1.95,0.493448537064494,0.2484968328010767,0.2580535416492262,0.5055397398599015,0.4944600807057411
Arsenal,2,0,Brighton,2023-12-17,1.44,5.0,6.0,1.53,2.4,0.3871581725949728,0.2386911350377172,0.37414919465482643,0.5978683479776254,0.4021306695426277
Liverpool,0,0,Manchester Utd,2023-12-17,1.3,6.0,8.0,1.33,3.4,0.5911710790348541,0.25512271941225584,0.15370549029690217,0.37219218602551885,0.6278078019711688
Crystal Palace,1,1,Brighton,2023-12-21,3.3,3.3,2.15,1.99,1.91,0.4322404784570067,0.26419046979713706,0.303568713458444,0.4679246689662235,0.5320752439121483
Aston Villa,1,1,Sheffield Utd,2023-12-22,1.22,6.5,12.0,1.44,2.7,0.7552223974019103,0.1573223153377369,0.08741036200612744,0.599133114320852,0.4008658805241404
West Ham,2,0,Manchester Utd,2023-12-23,2.6,3.6,2.6,1.7,2.1,0.5565922737746412,0.24404608086961252,0.1993602155203571,0.4661328000154815,0.5338671158630315
Luton Town,1,0,Newcastle Utd,2023-12-23,4.75,4.2,1.65,1.75,2.05,0.16719510255625716,0.21220755530164162,0.6205902051682615,0.5485988918298558,0.45140070783177133
Fulham,0,2,Burnley,2023-12-23,1.67,3.75,5.25,1.92,1.98,0.7291896334140509,0.14723048146556558,0.12336666155048964,0.7682245016218006,0.23175294559187695
Tottenham,2,1,Everton,2023-12-23,1.75,4.2,4.0,1.53,2.4,0.44669982344733306,0.28500321017984714,0.2682968442672446,0.3781298399795584,0.6218701463391623
Nott'ham Forest,2,3,Bournemouth,2023-12-23,2.75,3.4,2.55,1.95,1.95,0.30655790084924406,0.2557197068651581,0.4377218204296667,0.5038236656951167,0.4961761606028498
Liverpool,1,1,Arsenal,2023-12-23,2.38,3.6,2.8,1.7,2.1,0.755408762256347,0.16930049211367335,0.075273362079057,0.5040745183740993,0.4959253071046097
Wolves,2,1,Chelsea,2023-12-24,3.75,3.75,1.91,1.86,2.04,0.4008207936635478,0.23790101660515367,0.36127658304031807,0.6006329308830527,0.3993660362808776
Newcastle Utd,1,3,Nott'ham Forest,2023-12-26,1.5,4.33,5.75,1.8,2.0,0.807655955114865,0.1274738195159336,0.06473604280412626,0.659215991364274,0.3407810365061702
Bournemouth,3,0,Fulham,2023-12-26,2.15,3.6,3.2,1.73,2.08,0.4474482738922478,0.22139649004550738,0.3311495055926957,0.6752533187627935,0.3247427067144351
Sheffield Utd,2,3,Luton Town,2023-12-26,2.3,3.3,3.1,2.1,1.7,0.44165805225769467,0.25723181115556226,0.30110960379748375,0.49516286308370466,0.5048369895662882
Burnley,0,2,Liverpool,2023-12-26,6.5,5.25,1.4,1.44,2.7,0.20855209739968777,0.29881565564310564,0.4926321623665316,0.3049950520779839,0.6950049454632032
Manchester Utd,3,2,Aston Villa,2023-12-26,2.6,3.5,2.6,1.62,2.25,0.2583106950978053,0.2844793238444043,0.4572098466684992,0.3748272977605443,0.6251726895164305
Chelsea,2,1,Crystal Palace,2023-12-27,1.67,4.0,5.0,1.91,1.99,0.5655723516245824,0.2454770958864119,0.1889492606063107,0.44834121798228177,0.5516587228249954
Brentford,1,4,Wolves,2023-12-27,1.95,3.5,4.2,2.03,1.87,0.5149753911770938,0.29147453288556235,0.1935499479981679,0.31278507062156685,0.6872149263889393
Everton,1,3,Manchester City,2023-12-27,5.75,4.0,1.57,1.73,2.08,0.3331014392235199,0.2629924375067436,0.4039058082167341,0.4817261352825249,0.5182737508325085
Brighton,4,2,Tottenham,2023-12-28,2.5,3.6,2.6,1.44,2.7,0.4536994456317955,0.22270709281108883,0.3235881853462416,0.6654982753113412,0.3344983945005691
Arsenal,0,2,West Ham,2023-12-28,1.33,5.5,7.5,1.57,2.35,0.748602724508692,0.1574883005632892,0.0938565278470755,0.6207615599218335,0.37923695485622394
Luton Town,2,3,Chelsea,2023-12-30,6.5,4.2,1.5,1.65,2.2,0.28181062126081874,0.23200648644090083,0.48617991512412184,0.5962062055096168,0.40379284111276453
Aston Villa,3,2,Burnley,2023-12-30,1.36,5.25,7.5,1.57,2.35,0.7602894382209341,0.15556803858956555,0.08409694320587136,0.5957481511033315,0.40425090343599623
Wolves,3,0,Everton,2023-12-30,2.63,3.3,2.7,2.05,1.75,0.25416856112614894,0.3079740704535663,0.4378573294638282,0.30590940722176824,0.6940905902615466
Manchester City,2,0,Sheffield Utd,2023-12-30,1.08,11.0,29.0,1.3,3.5,0.8508761167774949,0.09958867428581714,0.04909217310281186,0.7367162687296972,0.26327138790340837
Crystal Palace,3,1,Brentford,2023-12-30,2.2,3.3,3.4,2.15,1.67,0.3308580375838297,0.33503445735964865,0.3341074999876173,0.25499236421266097,0.7450076351473955
Nott'ham Forest,2,1,Manchester Utd,2023-12-30,3.2,3.6,2.15,1.73,2.08,0.28700077269698143,0.29793299120956684,0.41506618523868366,0.3455684254746622,0.6544315679605548
Tottenham,3,1,Bournemouth,2023-12-31,1.75,4.2,4.0,1.4,2.88,0.6795711649872866,0.1636910223753778,0.15660512286056338,0.7636126325030305,0.2363667457723429
Fulham,2,1,Arsenal,2023-12-31,5.25,4.5,1.55,1.73,2.08,0.19414270296740826,0.23159915053313282,0.574255333329219,0.5084273624897744,0.49157244801875016
Liverpool,4,2,Newcastle Utd,2024-01-01,1.45,4.5,7.0,1.44,2.7,0.27318711807231094,0.2922559004492369,0.43455690315887613,0.35766526564636836,0.642334725687292
West Ham,0,0,Brighton,2024-01-02,2.45,3.75,2.75,1.6,2.3,0.5362664967400044,0.1975552029269152,0.26614486591331105,0.7530190792083946,0.24696410125949736
Burnley,1,1,Luton Town,2024-01-12,2.0,3.6,3.6,1.99,1.91,0.23175787569764772,0.237576219155449,0.5306637424397023,0.5278824813005263,0.472117245848841
Chelsea,1,0,Fulham,2024-01-13,1.6,4.2,5.25,1.62,2.25,0.5379478742138418,0.2025981771171637,0.25943128494441237,0.7214671811767003,0.27852353830760324
Newcastle Utd,2,3,Manchester City,2024-01-13,5.5,4.33,1.55,1.6,2.3,0.3425154946980735,0.21053897815956713,0.4469325783699465,0.7347472201282745,0.2652408840186381
Everton,0,0,Aston Villa,2024-01-14,2.8,3.5,2.45,1.73,2.08,0.27047740194472925,0.23211185717197103,0.49740773339000327,0.5872955539600111,0.412703634740302
Manchester Utd,2,2,Tottenham,2024-01-14,2.2,3.75,3.0,1.48,2.6,0.35864286703259274,0.23287219091347838,0.408482621274625,0.6251521410328789,0.3748462513181824
Arsenal,5,0,Crystal Palace,2024-01-20,1.3,5.75,9.0,1.73,2.08,0.7362300052090122,0.16921454842299288,0.09452830280798659,0.567088462556328,0.43291097567605863
Brentford,3,2,Nott'ham Forest,2024-01-20,1.91,3.6,4.0,1.86,2.04,0.5215749568119548,0.22320531929214465,0.2552142905233009,0.6160019981710693,0.38399663870854256
Sheffield Utd,2,2,West Ham,2024-01-21,3.4,3.3,2.2,2.05,1.75,0.3058367932988768,0.22305113577358146,0.4711067512717206,0.6548540498067941,0.3451432031543047
Bournemouth,0,4,Liverpool,2024-01-21,4.2,4.5,1.7,1.44,2.7,0.22052896093231592,0.21707302104904933,0.5623905667764356,0.6068501609431612,0.3931486834598575
Brighton,0,0,Wolves,2024-01-22,1.65,4.33,5.0,1.62,2.25,0.5472667942602967,0.21540144805897443,0.23732296314599688,0.6348608009897228,0.3651372838873049
Nott'ham Forest,1,2,Arsenal,2024-01-30,7.5,5.0,1.4,1.62,2.25,0.17747506245497582,0.203586203536396,0.6189257417966633,0.6056548810809086,0.3943439880072209
Fulham,0,0,Everton,2024-01-30,2.45,3.2,3.0,2.05,1.75,0.5513344043286789,0.23072973723236492,0.217932665225784,0.542033676356677,0.45796596893535
Luton Town,4,0,Brighton,2024-01-30,4.2,4.2,1.75,1.65,2.2,0.41694639517215604,0.24109272110582075,0.3419595461587486,0.5815178792662488,0.4184813901779692
Crystal Palace,3,2,Sheffield Utd,2024-01-30,1.62,3.6,6.5,2.08,1.73,0.6061545464272191,0.22189675550719923,0.17194440532086883,0.5155887779291662,0.48441100524248887
Aston Villa,1,3,Newcastle Utd,2024-01-30,1.85,4.0,3.8,1.5,2.5,0.6294284277817577,0.17581045273792323,0.1946639599093733,0.7730217504561895,0.226953481288176
Tottenham,3,2,Brentford,2024-01-31,1.67,4.2,4.75,1.5,2.5,0.6305123741055817,0.1752256783218667,0.19416122935364824,0.7751475381567746,0.22482663892985275
Manchester City,3,1,Burnley,2024-01-31,1.08,12.0,21.0,1.33,3.4,0.6123435527248886,0.23401475418071047,0.1536396966194375,0.44028197983559686,0.5597179697980603
Liverpool,4,1,Chelsea,2024-01-31,1.57,4.33,5.25,1.44,2.7,0.730536184252874,0.15537093497658974,0.11399492255584705,0.6971645405744352,0.30282953302926663
West Ham,1,1,Bournemouth,2024-02-01,2.4,3.75,2.75,1.62,2.25,0.5555409384754634,0.20898568887098268,0.23545998761781822,0.6639717989491996,0.3360249616584251
Wolves,3,4,Manchester Utd,2024-02-01,2.63,3.6,2.55,1.75,2.05,0.4151848737914743,0.2801596325105841,0.3046553679431655,0.40854917725304596,0.5914507964898571
Everton,2,2,Tottenham,2024-02-03,3.0,3.6,2.25,1.62,2.25,0.2603609468323201,0.2105635529617455,0.529062581971905,0.6825583865023914,0.31743707445662395
Newcastle Utd,4,4,Luton Town,2024-02-03,1.44,4.75,6.5,1.57,2.35,0.592919273238604,0.18992170643232198,0.2171145460308901,0.7356042688918145,0.26438364216667104
Brighton,4,1,Crystal Palace,2024-02-03,1.7,4.0,4.75,1.73,2.08,0.4978431089611021,0.26682255494981555,0.23533393657358512,0.4184225835806579,0.58157738417176
Burnley,2,2,Fulham,2024-02-03,2.9,3.4,2.38,1.99,1.91,0.3769908540206516,0.2645909672576698,0.35841791428820835,0.4785106734502074,0.5214892195217874
Sheffield Utd,0,5,Aston Villa,2024-02-03,5.25,4.2,1.62,1.62,2.25,0.16373717947796665,0.17324685517760002,0.6629389463460131,0.7294346403328009,0.2705545921861864
Bournemouth,1,1,Nott'ham Forest,2024-02-04,1.7,4.2,4.5,1.65,2.2,0.4373184461264339,0.2209454946874832,0.34173024601174273,0.6813075482682205,0.31868801483697096
Manchester Utd,3,0,West Ham,2024-02-04,1.62,4.2,5.0,1.6,2.3,0.4797911635678724,0.26643217939713015,0.25377627544985376,0.43303205764248454,0.5669678988567723
Chelsea,2,4,Wolves,2024-02-04,1.62,4.0,5.5,1.7,2.1,0.486010933496472,0.23171805679422072,0.2822679766830784,0.5978853059467846,0.4021137112752627
Arsenal,3,1,Liverpool,2024-02-04,2.2,3.6,3.1,1.67,2.15,0.5425935571669659,0.22908170788218293,0.22832112746395078,0.5611700389827492,0.438829456817192
Brentford,1,3,Manchester City,2024-02-05,7.0,4.75,1.4,1.57,2.35,0.21489527776180167,0.1964933396848409,0.5885835860904589,0.6995260226398535,0.3004677885185896
Manchester City,2,0,Everton,2024-02-10,1.18,8.0,13.0,1.44,2.7,0.7450598951391314,0.15074258133605167,0.10409388978129752,0.6902052393399103,0.3097895427220838
Luton Town,1,3,Sheffield Utd,2024-02-10,1.75,3.75,4.75,1.85,2.05,0.8334730767892027,0.10454722764115935,0.061405873681803,0.7759134377253332,0.22406034972285507
Liverpool,3,1,Burnley,2024-02-10,1.17,8.0,17.0,1.33,3.4,0.806083011959519,0.12380282775509836,0.06990608977600613,0.7040875679780956,0.29590570271912575
Wolves,0,2,Brentford,2024-02-10,2.1,3.6,3.4,1.75,2.05,0.5726831501112946,0.2185545254694702,0.20875586530061668,0.5846304509431197,0.4153687760449062
Fulham,3,1,Bournemouth,2024-02-10,2.38,3.5,2.8,1.73,2.08,0.45451994614308944,0.24903454972880654,0.29644458042269645,0.5278273414423159,0.4721723859857797
Tottenham,2,1,Brighton,2024-02-10,1.8,4.2,3.8,1.4,2.88,0.5457430754081519,0.20137887103271418,0.25285385357983364,0.7209994782670082,0.27899132159277035
Nott'ham Forest,2,3,Newcastle Utd,2024-02-10,3.3,3.75,2.05,1.7,2.1,0.26514487968501016,0.19993004567353143,0.5348970943744419,0.7402376716274217,0.25974913610083367
West Ham,0,6,Arsenal,2024-02-11,6.0,4.33,1.53,1.67,2.15,0.24831993026249702,0.23772109042972916,0.5139568356685973,0.5432441744405502,0.45675546283531326
Aston Villa,1,2,Manchester Utd,2024-02-11,2.15,3.75,3.1,1.53,2.4,0.5287774003728913,0.22562442116991296,0.2455935791804646,0.5952334839411435,0.4047655793162155
Crystal Palace,1,3,Chelsea,2024-02-12,4.2,3.8,1.85,1.86,2.04,0.501753683868504,0.22977406322754357,0.2684687362369482,0.5966021663606877,0.40339687340820884
Brentford,1,4,Liverpool,2024-02-17,5.5,4.33,1.57,1.48,2.6,0.23195259684973996,0.18999134687686925,0.5780068236183957,0.7545063534138672,0.24547634137909588
Newcastle Utd,2,2,Bournemouth,2024-02-17,1.83,4.2,3.75,1.48,2.6,0.7229924900865174,0.1373155877433988,0.13904160651741634,0.8582362988138446,0.14161311463023238
Tottenham,1,2,Wolves,2024-02-17,1.53,4.75,5.25,1.44,2.7,0.4734171120504471,0.2178776089310568,0.3086975613112571,0.6823262777049957,0.3176692023735392
Burnley,0,5,Arsenal,2024-02-17,10.0,5.75,1.29,1.57,2.35,0.12751007196324726,0.18759160026056196,0.6848803591167499,0.5753659948187386,0.4246333519394468
Fulham,1,2,Aston Villa,2024-02-17,2.9,3.75,2.2,1.6,2.3,0.24248408974274258,0.24225178393796803,0.5152624958681176,0.5185133412573395,0.4814864296887462
Nott'ham Forest,2,0,West Ham,2024-02-17,2.38,3.5,2.9,1.89,2.01,0.40106471245816394,0.2361376566108222,0.36279581156634527,0.6095218752674472,0.3904769120202655
Manchester City,1,1,Chelsea,2024-02-17,1.33,5.5,8.0,1.44,2.7,0.6780433439828063,0.1775441227925929,0.14436954202242738,0.6645428215826539,0.3354539054383953
Sheffield Utd,0,5,Brighton,2024-02-18,5.0,4.2,1.62,1.57,2.35,0.29142764483081146,0.2051611299347746,0.5033912923363367,0.7353866747541276,0.26460128555260903
Luton Town,1,2,Manchester Utd,2024-02-18,4.0,4.0,1.8,1.57,2.35,0.432091623386301,0.23814377689057079,0.3297628919966051,0.592000640221886,0.40799847627658137
Everton,1,1,Crystal Palace,2024-02-19,1.7,3.6,5.25,2.1,1.7,0.42396026417994503,0.27351309174922706,0.3025264531732199,0.43182445199746416,0.5681755055561964
Manchester City,1,0,Brentford,2024-02-20,1.18,8.0,13.0,1.33,3.4,0.7700156313789264,0.14161101995871903,0.08825314673360955,0.6827877891742931,0.3172076530425485
Liverpool,4,1,Luton Town,2024-02-21,1.2,7.0,13.0,1.3,3.5,0.8435546343345008,0.09180365199298182,0.0628795075058007,0.8603461433167237,0.13949561506628996
Manchester Utd,1,2,Fulham,2024-02-24,1.57,4.33,5.5,1.57,2.35,0.5678983097432705,0.23237147704020178,0.19972746375345496,0.5126105030054445,0.4873892919658095
Crystal Palace,3,0,Burnley,2024-02-24,1.95,3.5,4.0,2.1,1.7,0.49011092974937676,0.2722433545578101,0.2376454217803231,0.40173809531959653,0.5982618819315256
Brighton,1,1,Everton,2024-02-24,1.83,3.8,4.2,1.65,2.2,0.6143563293684161,0.2058857006263142,0.17974643745764002,0.5988481039035372,0.4011508960726259
Aston Villa,4,2,Nott'ham Forest,2024-02-24,1.53,4.5,5.75,1.57,2.35,0.6658402654232329,0.18761931646479052,0.14651656991939863,0.6199213301870659,0.3800772068876471
Bournemouth,0,1,Manchester City,2024-02-24,7.0,5.25,1.4,1.48,2.6,0.18515155523141805,0.18992339499959648,0.6248918353455214,0.6856528017749774,0.31434239603104686
Arsenal,4,1,Newcastle Utd,2024-02-24,1.36,5.25,8.0,1.48,2.6,0.7950754991261663,0.11372159042986091,0.09023898063193622,0.8457987937720719,0.1540880961080627
Wolves,1,0,Sheffield Utd,2024-02-25,1.44,4.75,7.0,1.65,2.2,0.7057723241582061,0.16732767999147014,0.12684003668551264,0.6719731372163626,0.3280231181070563
West Ham,4,2,Brentford,2024-02-26,2.5,3.5,2.75,1.7,2.1,0.5206961155577875,0.24772195976443276,0.2315807366818722,0.4860484444869291,0.5139514317485668
Fulham,3,0,Brighton,2024-03-02,2.55,3.6,2.63,1.62,2.25,0.42414305118402024,0.22778815906149172,0.3480653485404049,0.6484387682694429,0.3515587851615154
Tottenham,3,1,Crystal Palace,2024-03-02,1.5,4.33,6.5,1.53,2.4,0.708190020196189,0.1642906980377412,0.12744557146153856,0.6892733022487957,0.31072156779075844
Brentford,2,2,Chelsea,2024-03-02,3.1,3.75,2.15,1.53,2.4,0.31529817145173544,0.25004214811697445,0.4346588825162646,0.5318746645201956,0.46812504160021573
Newcastle Utd,3,0,Wolves,2024-03-02,1.91,4.0,3.6,1.57,2.35,0.662597354960689,0.18294717974721003,0.15441985478451226,0.6602970151359806,0.33969995389722185
Nott'ham Forest,0,1,Liverpool,2024-03-02,6.0,4.33,1.53,1.48,2.6,0.3113866434270102,0.24244566141427776,0.44616634434092894,0.5645447412611493,0.43545472244651606
Everton,1,3,West Ham,2024-03-02,2.05,3.6,3.5,1.92,1.98,0.6257168974970531,0.2347963330752143,0.1394850275260474,0.41511057371494725,0.5848893961760667
Luton Town,2,3,Aston Villa,2024-03-02,4.33,4.2,1.73,1.44,2.7,0.2116299224495176,0.17786728002412017,0.6104023538006907,0.7882070058413411,0.2117595396865743
Burnley,0,2,Bournemouth,2024-03-03,3.75,3.6,1.95,1.7,2.1,0.3497626347991626,0.2390440455814686,0.41119180473829153,0.5931266549781123,0.4068724433224161
Manchester City,3,1,Manchester Utd,2024-03-03,1.25,5.75,11.0,1.36,3.1,0.5622441000907437,0.2566927086803417,0.1810624812648919,0.40059380043021076,0.5994061773654792
Sheffield Utd,0,6,Arsenal,2024-03-04,17.0,7.0,1.18,1.4,2.88,0.06771269845800404,0.15028797059265822,0.7819605839563049,0.5581919428524447,0.4418075797268965
Manchester Utd,2,0,Everton,2024-03-09,1.83,3.6,4.0,1.67,2.15,0.635992933023784,0.23217249363449577,0.1318327100756223,0.41103934684483734,0.588960625494262
Bournemouth,2,2,Sheffield Utd,2024-03-09,1.33,5.25,8.0,1.53,2.4,0.6074072156317378,0.24347345198597964,0.14911811588366877,0.40172851543106713,0.5982714618250768
Wolves,2,1,Fulham,2024-03-09,2.5,3.4,2.75,1.95,1.95,0.2810445753073672,0.2764628903583745,0.4424923508025977,0.4125999603905351,0.5874000110330857
Crystal Palace,1,1,Luton Town,2024-03-09,1.75,3.8,4.2,1.75,2.05,0.4788687371348464,0.20180995655723458,0.31929520563147873,0.769024211873057,0.23095288028546035
Arsenal,2,1,Brentford,2024-03-09,1.22,7.0,11.0,1.44,2.7,0.9174339528336877,0.05693198913231213,0.023247062906408066,0.8279298131549078,0.17199394692727726
Aston Villa,0,4,Tottenham,2024-03-10,2.38,4.0,2.6,1.36,3.1,0.6476395803529006,0.17185752941498425,0.18039532494995755,0.7687091944343607,0.23126803839676394
West Ham,2,2,Burnley,2024-03-10,1.67,4.0,4.75,1.7,2.1,0.6434099850653843,0.1985317178794731,0.15804389303432637,0.5928346429121113,0.40716446016129276
Brighton,1,0,Nott'ham Forest,2024-03-10,1.8,4.0,4.0,1.62,2.25,0.6049371146544641,0.19998777285167607,0.195056160532309,0.6524154963232749,0.3475818750435658
Liverpool,1,1,Manchester City,2024-03-10,3.0,3.75,2.2,1.5,2.5,0.22274177407645587,0.2870276461305137,0.4902304370517661,0.34578220324355874,0.6542177901590045
Chelsea,3,2,Newcastle Utd,2024-03-11,1.91,4.0,3.6,1.44,2.7,0.3666036827306329,0.18166780133299582,0.45158437653087946,0.878952970639816,0.12079781901400533
Bournemouth,4,3,Luton Town,2024-03-13,1.5,4.75,5.75,1.44,2.7,0.5553484004073614,0.18741949294277038,0.25716320091454536,0.7945972158647943,0.2053647395359087
Luton Town,1,1,Nott'ham Forest,2024-03-16,2.8,3.5,2.45,1.67,2.15,0.44088909045829977,0.20611265301898396,0.3529800153569757,0.7605014023886436,0.23947917847578834
Burnley,2,1,Brentford,2024-03-16,3.25,3.6,2.15,1.75,2.05,0.2874517200939416,0.24154623962914268,0.47100048267180494,0.555956319420953,0.44404322229932275
Fulham,3,0,Tottenham,2024-03-16,3.5,3.8,1.95,1.48,2.6,0.41662053663270726,0.2135786190643698,0.36979093383706,0.7258074205016581,0.2741825173588291
West Ham,1,1,Aston Villa,2024-03-17,2.63,3.75,2.45,1.57,2.35,0.316435521471051,0.19650491572168577,0.4870198100054559,0.793768105442512,0.2061944818730648
Newcastle Utd,4,3,West Ham,2024-03-30,1.83,4.2,3.8,1.5,2.5,0.710659557951844,0.14310978334605312,0.1457463110911122,0.8444594940672563,0.15543075719488011
Bournemouth,2,1,Everton,2024-03-30,2.2,3.6,3.2,1.7,2.1,0.6147527654135809,0.22297618626554785,0.16226727382408426,0.49544937047749055,0.5045504813672058
Tottenham,2,1,Luton Town,2024-03-30,1.2,8.0,11.0,1.25,4.0,0.5793965281682373,0.1939385434855599,0.2266290155019769,0.7280753084246347,0.27191419422833824
Nott'ham Forest,1,1,Crystal Palace,2024-03-30,2.2,3.3,3.4,2.08,1.73,0.4794192452022571,0.23890597084973506,0.28167290081592194,0.5642011733447022,0.4357982937202458
Sheffield Utd,3,3,Fulham,2024-03-30,4.5,4.0,1.73,1.65,2.2,0.16972838832489212,0.20169660019872743,0.6285614898828095,0.60055798750222,0.3994409810791275
Chelsea,2,2,Burnley,2024-03-30,1.29,6.0,9.5,1.48,2.6,0.6983774336707176,0.15511366568293805,0.14630753738644492,0.7850269383124653,0.21494166627817066
Aston Villa,2,0,Wolves,2024-03-30,1.6,4.33,5.0,1.57,2.35,0.7392702123584333,0.15383731751697052,0.10680157415257202,0.6826814677694094,0.31731398320396764
Brentford,1,1,Manchester Utd,2024-03-30,3.0,3.8,2.2,1.53,2.4,0.17376757248859676,0.2149589210051237,0.6112670707264815,0.547906647799115,0.4520929569312126
Liverpool,2,1,Brighton,2024-03-31,1.36,5.5,7.5,1.36,3.1,0.38311464985768534,0.2897080255632287,0.3271772627036508,0.3807974068386306,0.61920257865697
Manchester City,0,0,Arsenal,2024-03-31,1.91,3.8,3.8,1.7,2.1,0.46456109134381957,0.22705854301054185,0.30837639222520463,0.6364522166331379,0.36354581248913675
Newcastle Utd,1,1,Everton,2024-04-02,2.0,3.75,3.5,1.67,2.2,0.6090012872280705,0.20041702260607352,0.19056393214755374,0.6430396968077632,0.3569580837483642
Nott'ham Forest,3,1,Fulham,2024-04-02,2.7,3.4,2.63,1.8,2.0,0.3362380512362019,0.2532984107847973,0.41046294842868125,0.5239658839848221,0.4760338623749272
Bournemouth,1,0,Crystal Palace,2024-04-02,1.95,3.8,3.6,1.73,2.1,0.5290799912188303,0.21882320567252375,0.2520895595088942,0.6339838973660259,0.36601421754494456
Burnley,1,1,Wolves,2024-04-02,2.45,3.6,2.75,1.84,2.06,0.359198884468457,0.2879586176767682,0.3528424341843176,0.38885578668094584,0.6111441960428221
West Ham,1,1,Tottenham,2024-04-02,3.3,4.2,1.95,1.33,3.4,0.34578444200759084,0.2108414725077497,0.44336148511361106,0.7342722752610513,0.2657159345848469
Arsenal,2,0,Luton Town,2024-04-03,1.1,10.0,19.0,1.25,4.0,0.8855595649475732,0.07257261136116538,0.039587798251662004,0.8509671487938479,0.14890563109029714
Brentford,0,0,Brighton,2024-04-03,2.38,3.8,2.75,1.57,2.38,0.34325038952052894,0.2734412519824653,0.3833082024219856,0.4415526032483946,0.5584473450809753
Manchester City,4,1,Aston Villa,2024-04-03,1.3,6.0,8.0,1.4,3.0,0.6331600119370928,0.20607693487977705,0.1607535046151233,0.5638335466267239,0.43616592401479937
Liverpool,3,1,Sheffield Utd,2024-04-04,1.09,12.0,21.0,1.2,4.5,0.7562971778500747,0.17318115859860214,0.07050882397803729,0.4733364619065856,0.5266634412855531
Chelsea,4,3,Manchester Utd,2024-04-04,2.0,4.0,3.4,1.4,3.0,0.5715103177226049,0.1845145421054739,0.24389556091862546,0.7952533867366391,0.20470806026058774
Crystal Palace,2,4,Manchester City,2024-04-06,9.5,5.25,1.33,1.67,2.2,0.15455499422030908,0.2207075497958515,0.6247334448692927,0.49130071761588007,0.5086991455120479
Luton Town,2,1,Bournemouth,2024-04-06,3.75,3.8,1.91,1.5,2.63,0.4979029559489329,0.20480408798843064,0.2972723943730699,0.7411902095624023,0.2587963585185878
Wolves,1,2,West Ham,2024-04-06,2.5,3.6,2.7,1.8,2.0,0.40722025677249735,0.2697778578876363,0.32300167134426316,0.45211841784049006,0.5478815183450934
Fulham,0,1,Newcastle Utd,2024-04-06,2.38,3.8,2.8,1.5,2.63,0.4982793042338344,0.18929284393302673,0.31235693993436664,0.8261474921228116,0.17377912674242071
Everton,1,0,Burnley,2024-04-06,1.65,4.0,5.25,1.8,2.0,0.5477198774248514,0.25124180561277143,0.20103734698394415,0.44156616612374555,0.5584337821913754
Aston Villa,3,3,Brentford,2024-04-06,1.7,4.0,4.75,1.53,2.5,0.5928542452534382,0.20854418630095314,0.1985902468316015,0.6167044389843324,0.3832941805261799
