Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win_0.008,proba_draw_0.008,proba_lose_0.008,proba_O_0.008,proba_U_0.008
Brighton,0,3,Arsenal,2024-04-06,5.0,4.33,1.62,1.62,2.3,0.2557207952040502,0.24203020701653682,0.5022473696989413,0.5309772780589626,0.46902243292200896
Manchester Utd,2,2,Liverpool,2024-04-07,4.75,4.5,1.6,1.33,3.4,0.2938915551939198,0.26945591431748434,0.4366522724738966,0.44365241428533,0.5563475318202109
Sheffield Utd,2,2,Chelsea,2024-04-07,7.0,5.25,1.4,1.4,3.0,0.21903728392166105,0.20162777263236498,0.5793147395227849,0.679640644600903,0.3203550510783244
Tottenham,3,1,Nott'ham Forest,2024-04-07,1.4,5.5,6.5,1.4,3.0,0.676416254822293,0.18464780161635963,0.13891045874644514,0.6166748462077101,0.3833237740605734
Newcastle Utd,4,0,Tottenham,2024-04-13,2.7,4.0,2.3,1.36,3.2,0.5902089147906258,0.17197788740646314,0.2376145576258852,0.8476517061498918,0.1522303289687525
Manchester City,5,1,Luton Town,2024-04-13,1.1,11.0,19.0,1.29,3.75,0.806977748800973,0.11945521676612224,0.07324614150465553,0.7445530163005283,0.2554326698357892
Nott'ham Forest,2,2,Wolves,2024-04-13,2.1,3.4,3.5,1.86,2.04,0.5114681085734893,0.2702450736101186,0.21828646994066686,0.39336492861120853,0.6066350523541084
Brentford,2,0,Sheffield Utd,2024-04-13,1.44,5.0,6.5,1.53,2.5,0.4567785941817572,0.2964098227983433,0.24681150700127152,0.33351869770158815,0.6664812973526568
Burnley,1,1,Brighton,2024-04-13,3.5,3.75,2.0,1.67,2.2,0.3178838796308949,0.23849797300914538,0.443616415834607,0.5857849571019149,0.4142142535186747
Bournemouth,2,2,Manchester Utd,2024-04-13,2.4,3.9,2.6,1.44,2.75,0.45786105976721586,0.21698023147150913,0.32515064453264136,0.6951238639906988,0.30487042676150217
Liverpool,0,1,Crystal Palace,2024-04-14,1.22,7.0,12.0,1.4,3.0,0.5979983542643883,0.24425949493151722,0.15774092674705212,0.4114966648816812,0.5885033071919373
West Ham,0,2,Fulham,2024-04-14,2.38,3.6,2.8,1.67,2.2,0.4711519536505967,0.21744977122305928,0.31139033713930425,0.68596308623717,0.31403208424446283
Arsenal,0,2,Aston Villa,2024-04-14,1.29,5.75,10.0,1.5,2.63,0.8486931871833622,0.09745149129511282,0.053203863597067025,0.774749813557821,0.2252245667120605
Chelsea,6,0,Everton,2024-04-15,1.7,4.2,4.5,1.53,2.5,0.4175267705541715,0.252129002274932,0.3303435751367265,0.5276283583607064,0.47237137007494734
Luton Town,1,5,Brentford,2024-04-20,3.1,3.75,2.15,1.57,2.38,0.432755918104133,0.24256116708689712,0.32468163782239196,0.569359167723295,0.4306402467240947
Sheffield Utd,1,4,Burnley,2024-04-20,2.75,3.6,2.45,1.67,2.2,0.32655096482325313,0.23556793550101357,0.4378790312583874,0.6032289247730577,0.39676999278446556
Wolves,0,2,Arsenal,2024-04-20,8.5,4.5,1.4,1.62,2.3,0.09294219993795284,0.19369117819284726,0.713359244353143,0.46210811278646063,0.5378918094786762
Everton,2,0,Nott'ham Forest,2024-04-21,2.05,3.5,3.6,1.93,1.97,0.5640235479590969,0.2473342012754947,0.18864108104309865,0.4412908224427127,0.5587091261580732
Aston Villa,3,1,Bournemouth,2024-04-21,1.85,4.0,3.6,1.44,2.75,0.5779064495065562,0.21077081118371227,0.21131210238381457,0.6245065062033215,0.3754919047692032
Crystal Palace,5,2,West Ham,2024-04-21,2.1,3.6,3.4,1.8,2.0,0.4667299372428348,0.24363314815584391,0.28963556594321704,0.5479069590876439,0.4520926456351442
Fulham,1,3,Liverpool,2024-04-21,5.25,4.5,1.57,1.44,2.75,0.40615760671824647,0.2940009716649242,0.2998413641585344,0.36125224422149754,0.638747746379168
Arsenal,5,0,Chelsea,2024-04-23,1.44,5.0,6.0,1.53,2.5,0.8448137074097144,0.09984502055649669,0.05475326470687506,0.7686880489741148,0.23128919510825757
Wolves,0,1,Bournemouth,2024-04-24,2.7,3.6,2.5,1.67,2.2,0.3995251431690183,0.27204512050768415,0.3284295556901159,0.44456177536357716,0.5554381697505275
Manchester Utd,4,2,Sheffield Utd,2024-04-24,1.3,6.5,7.5,1.36,3.2,0.8372328830594085,0.10371440703810555,0.058522078128091445,0.7656907583982431,0.2342877737816951
Everton,2,0,Liverpool,2024-04-24,7.0,5.0,1.4,1.53,2.5,0.3171157934563621,0.3673980327199098,0.31548617275477375,0.19125664856325897,0.8087433513539917
Crystal Palace,2,0,Newcastle Utd,2024-04-24,2.75,3.6,2.4,1.57,2.38,0.3033616308005352,0.21229323461184302,0.48433341384772904,0.7073372070864125,0.2926556481877454
Brighton,0,4,Manchester City,2024-04-25,6.5,5.0,1.4,1.5,2.63,0.21740824893047775,0.23908692284698074,0.5435028775343244,0.5062815165520362,0.4937183014807254
West Ham,2,2,Liverpool,2024-04-27,5.5,5.0,1.5,1.36,3.2,0.28801828462220985,0.2974921269270624,0.4144895367483346,0.34719446009777344,0.6528055330850177
Wolves,2,1,Luton Town,2024-04-27,1.95,3.8,3.6,1.62,2.3,0.3590907704766836,0.2614084257602865,0.37950047934377373,0.49202471609562565,0.5079751451222463
Fulham,1,1,Crystal Palace,2024-04-27,2.1,3.5,3.5,1.73,2.1,0.5413017582602669,0.22362929649625732,0.2350638065886825,0.5934158518397963,0.40658324173363336
Manchester Utd,1,1,Burnley,2024-04-27,1.5,4.75,5.5,1.36,3.2,0.6920196079071721,0.1664325289834787,0.141463872851949,0.7144297195609477,0.2855621361197333
Newcastle Utd,5,1,Sheffield Utd,2024-04-27,1.22,7.0,11.0,1.33,3.4,0.8892223685216463,0.0712948222267066,0.037327629711407365,0.8437975775895605,0.1560943060621224
Everton,1,0,Brentford,2024-04-27,2.3,3.5,3.0,1.87,2.03,0.4449523346353556,0.2785457301463766,0.2765017678921328,0.4033150132579894,0.5966849632225366
Aston Villa,2,2,Chelsea,2024-04-27,2.15,3.8,3.0,1.44,2.75,0.5895889358336504,0.17762699657166822,0.2326606425743019,0.8159952327992988,0.18394563369966352
Tottenham,2,3,Arsenal,2024-04-28,4.2,4.2,1.75,1.5,2.63,0.11666648772190358,0.16723558639799296,0.7160488443481112,0.6439075188656496,0.3560902267285996
Bournemouth,3,0,Brighton,2024-04-28,2.25,3.8,2.9,1.44,2.75,0.35331966327414294,0.250732650545067,0.39594701952641687,0.5386989439428993,0.4613007225492125
Nott'ham Forest,0,2,Manchester City,2024-04-28,8.0,6.0,1.3,1.53,2.5,0.1312401713032572,0.1715076058849937,0.697202120821029,0.6624115028763804,0.33758534800564693
Chelsea,2,0,Tottenham,2024-05-02,2.15,3.8,3.0,1.3,3.5,0.49566614656485425,0.17837407948497253,0.3257777927966009,0.880442079460854,0.11929911993529226
Luton Town,1,1,Everton,2024-05-03,2.6,3.6,2.55,1.73,2.1,0.4611140595682599,0.24951145203704908,0.28937356675713494,0.5219781584692345,0.47802159713418435
Arsenal,3,0,Bournemouth,2024-05-04,1.22,7.5,11.0,1.33,3.4,0.8281227843512724,0.11596242627255002,0.05571922294662402,0.6775416917708966,0.3224541654011644
Burnley,1,4,Newcastle Utd,2024-05-04,3.4,4.0,1.95,1.5,2.63,0.313307587108677,0.20177417384838545,0.484892092947793,0.7660612977008389,0.23391707738387513
Sheffield Utd,1,3,Nott'ham Forest,2024-05-04,4.75,4.2,1.65,1.57,2.38,0.34686314528308254,0.2592470234218861,0.3938894478406976,0.5000266624286616,0.4999731759353724
Brentford,0,0,Fulham,2024-05-04,2.1,3.8,3.2,1.57,2.38,0.36460496580462204,0.23965428690930882,0.39573933616993384,0.592440971333217,0.4075581380912117
Manchester City,5,1,Wolves,2024-05-04,1.08,12.0,21.0,1.3,3.5,0.8725951328150102,0.09464014529594134,0.03252171487906414,0.6545775948252466,0.34541967219214426
Brighton,1,0,Aston Villa,2024-05-05,2.75,3.75,2.45,1.5,2.63,0.3025328760988826,0.22362732108397543,0.47383466992219503,0.6500940422360987,0.349903436998128
Chelsea,5,0,West Ham,2024-05-05,1.65,4.5,4.5,1.4,3.0,0.7069437371141646,0.13439236657726605,0.1574182952529574,0.9047506053657881,0.09475108363655708
Liverpool,4,2,Tottenham,2024-05-05,1.5,5.75,5.0,1.25,4.0,0.3833299797560966,0.24389524224484085,0.37277373860589585,0.5724456980920088,0.42755368247171477
Crystal Palace,4,0,Manchester Utd,2024-05-06,2.38,3.75,2.8,1.53,2.5,0.4169432968110643,0.24130424467889347,0.34175113988588357,0.5804585877239972,0.4195406956428466
Fulham,0,4,Manchester City,2024-05-11,13.0,7.0,1.2,1.36,3.2,0.16583722720540436,0.2153969453672592,0.6187599370216635,0.5325530389735669,0.4674466634261617
Wolves,1,3,Crystal Palace,2024-05-11,2.88,3.5,2.38,1.8,2.0,0.28675006161835404,0.27975423881280137,0.43349555402070605,0.4036217120297606,0.5963782642974867
West Ham,3,1,Luton Town,2024-05-11,1.8,4.2,3.8,1.44,2.75,0.4123172427867013,0.23166067557999354,0.3560195341693404,0.6307463074692226,0.36925191430262994
Tottenham,2,1,Burnley,2024-05-11,1.36,5.75,7.0,1.25,4.0,0.46008903066486195,0.2392658467943158,0.30064338329612644,0.5739519780624186,0.426047385276776
Everton,1,0,Sheffield Utd,2024-05-11,1.4,4.8,7.5,1.53,2.5,0.6330884351657102,0.2368216270680199,0.13008846310036093,0.39337931973865214,0.6066206612211156
Newcastle Utd,1,1,Brighton,2024-05-11,1.57,4.75,4.75,1.33,3.4,0.7510740501198612,0.13945386719920344,0.10921588718146644,0.7680697999995597,0.23190771520988612
Bournemouth,1,2,Brentford,2024-05-11,1.95,4.0,3.5,1.44,2.75,0.41492922434650414,0.2671184111583018,0.3179521045720148,0.46120259889104104,0.5387973247441766
Nott'ham Forest,2,3,Chelsea,2024-05-11,3.4,3.8,2.0,1.5,2.63,0.31668732757450974,0.21463429183371432,0.46866865049905276,0.702972877619313,0.2970205290664392
Manchester Utd,0,1,Arsenal,2024-05-12,7.0,5.5,1.36,1.36,3.2,0.15756600519314395,0.18878587053397136,0.6536223106828838,0.6382309540728228,0.3617670108622924
Aston Villa,3,3,Liverpool,2024-05-13,4.2,4.33,1.7,1.33,3.4,0.529448143881235,0.2584542768030307,0.21209691998360528,0.427424677038271,0.572575284156973
Tottenham,0,2,Manchester City,2024-05-14,6.5,6.0,1.36,1.25,4.0,0.13814911893393256,0.1546646938688665,0.7070101384789158,0.7678577536561195,0.23211985381222905
Brighton,1,2,Chelsea,2024-05-15,3.3,4.0,1.95,1.4,3.0,0.3559624271109775,0.2200740168281804,0.4239574858286022,0.6896507047697893,0.31034412959563024
Manchester Utd,3,2,Newcastle Utd,2024-05-15,2.75,4.0,2.3,1.33,3.4,0.4403301362694352,0.2092049539775825,0.3504506358522823,0.7440430895914485,0.2559427331143306
Luton Town,2,4,Fulham,2024-05-19,2.9,3.9,2.2,1.44,2.75,0.3982215291848709,0.24107674693671588,0.3607004406812154,0.5850850864264615,0.4149141341515098
Sheffield Utd,0,3,Tottenham,2024-05-19,7.0,6.0,1.33,1.22,4.33,0.21307157214089417,0.20209427454030562,0.5848152892115531,0.669115519123765,0.33088092519654894
Manchester City,3,1,West Ham,2024-05-19,1.08,12.0,21.0,1.2,4.5,0.8921699522255437,0.07069774471087797,0.03521105949685562,0.8322200902698965,0.16769622911328338
Arsenal,2,1,Everton,2024-05-19,1.18,8.0,12.0,1.36,3.2,0.7644175191027227,0.16620639463594836,0.0693584641130911,0.4964663910395828,0.5035334579120772
Brighton,0,2,Manchester Utd,2024-05-19,2.15,4.0,2.9,1.33,3.4,0.4164631331851571,0.23918528946434742,0.3443500571198911,0.5912424242376403,0.40875670430900524
Brentford,2,4,Newcastle Utd,2024-05-19,2.9,3.9,2.2,1.36,3.2,0.44515785525166296,0.22466954878364995,0.3301680927617667,0.6583675263270413,0.34162954655071787
Chelsea,2,1,Bournemouth,2024-05-19,1.45,5.0,6.0,1.29,3.75,0.5917719716316597,0.2015166001077957,0.2066926647361202,0.6627814073314608,0.33721542233287344
Crystal Palace,5,0,Aston Villa,2024-05-19,1.85,4.33,3.6,1.4,3.0,0.4194163653160687,0.23463048079695725,0.3459510571117199,0.6138126718587267,0.38618601779914014
Liverpool,2,0,Wolves,2024-05-19,1.17,8.0,15.0,1.22,4.33,0.5976305554120815,0.26362258313237646,0.13874640557741333,0.3298538554806977,0.6701461399875018
Burnley,1,2,Nott'ham Forest,2024-05-19,3.0,3.5,2.3,1.53,2.5,0.4939108139525796,0.22298236677034983,0.28310131332106975,0.6404456634150779,0.35955221855850406
