teams,def_coef
Arsenal,-1.0794826273658145
Aston Villa,-0.7982342500119591
Bournemouth,-0.5745690487008026
Brentford,-0.8140718004815126
Brighton,-0.8098171083237049
Burnley,-0.6337752016807787
Chelsea,-0.9311299944790167
Crystal Palace,-0.8547382314344605
Everton,-0.782739995931368
Fulham,-0.76930717718086
Liverpool,-1.1355887647764764
Luton Town,-0.3674940065196842
Manchester City,-1.3295803052189419
Manchester Utd,-0.8441784310279835
Newcastle Utd,-0.8254980260529318
Nott'ham Forest,-0.6147042393435329
Sheffield Utd,-0.180986798311861
Tottenham,-0.8205390626683582
West Ham,-0.7094297720857167
Wolves,-0.8291721029895963
