teams,def_coef
Arsenal,-1.436797760271591
Aston Villa,-0.7030971329611355
Bournemouth,-0.5260860597749666
Brentford,-0.6024529166882172
Brighton,-0.7112415396334162
Burnley,-0.46479615724676215
Chelsea,-0.5041159948038686
Crystal Palace,-0.5704925279207393
Everton,-0.7066424631391528
Fulham,-0.6782902358621455
Liverpool,-1.05609252649636
Luton Town,-0.28357720843390327
Manchester City,-1.1607676575475778
Manchester Utd,-0.6906825437468131
Newcastle Utd,-0.6101544497114171
Nott'ham Forest,-0.5236093968272819
Sheffield Utd,-0.12316154384086953
Tottenham,-0.5846793457710758
West Ham,-0.38257706590043605
Wolves,-0.6568987376472212
