teams,def_coef
Arsenal,-1.0211345128962532
Aston Villa,-0.9005104459410799
Bournemouth,-0.5412246860055001
Brentford,-0.9710759086545614
Brighton,-0.888292441160196
Burnley,-0.7466862051137684
Chelsea,-1.180411270816181
Crystal Palace,-0.986929951966828
Everton,-0.7911578888740531
Fulham,-0.893724810583275
Liverpool,-1.2320315670857809
Luton Town,-0.5308987653846565
Manchester City,-1.436585810027829
Manchester Utd,-0.9404601137056641
Newcastle Utd,-1.0283209919003389
Nott'ham Forest,-0.744049961537585
Sheffield Utd,-0.2310797451910131
Tottenham,-0.999288352319379
West Ham,-0.8694140219064695
Wolves,-0.9560968971675667
