teams,def_coef
Arsenal,-1.110020596311371
Aston Villa,-0.9591586241255274
Bournemouth,-0.5610406888180959
Brentford,-0.9691160006286484
Brighton,-0.806333422670409
Burnley,-0.4974792485872276
Chelsea,-1.0060724341215712
Crystal Palace,-0.9296865454520201
Everton,-0.8168559730177076
Fulham,-0.8749550041233964
Liverpool,-1.2495752770449016
Luton Town,-0.6223612519669832
Manchester City,-1.3127168706344343
Manchester Utd,-0.9821173181703566
Newcastle Utd,-1.161776007569675
Nott'ham Forest,-0.7748621407929184
Sheffield Utd,-0.3302305881404495
Tottenham,-0.852985669665527
West Ham,-0.7686670028348228
Wolves,-0.8549780780644941
