teams,def_coef
Arsenal,-1.0164740801058276
Aston Villa,-0.8375225669174152
Bournemouth,-0.5524093365394606
Brentford,-0.8101658676841471
Brighton,-0.8228229818581696
Burnley,-0.6442299162342299
Chelsea,-0.9827086738619999
Crystal Palace,-0.8297580726008751
Everton,-0.7650392949091467
Fulham,-0.8072701290729734
Liverpool,-1.1979680802000117
Luton Town,-0.4223830828819428
Manchester City,-1.3022194696607272
Manchester Utd,-0.8897857955585344
Newcastle Utd,-0.8417299997422095
Nott'ham Forest,-0.6381832524710905
Sheffield Utd,-0.22702083977589702
Tottenham,-0.8516608410351927
West Ham,-0.7704297793003493
Wolves,-0.8779144548458367
