teams,def_coef
Arsenal,-1.0804536660775947
Aston Villa,-0.9844672184917702
Bournemouth,-0.5875355718206144
Brentford,-0.9341264614739093
Brighton,-0.8336201938063885
Chelsea,-1.0643087767958068
Crystal Palace,-0.967790971323619
Everton,-0.813749534361265
Fulham,-0.8844966901886361
Leeds United,-0.5343507551073434
Leicester City,-0.5953477733621277
Liverpool,-1.014087632495151
Manchester City,-1.2503018937386272
Manchester Utd,-1.0580257750332622
Newcastle Utd,-1.358286326853293
Nott'ham Forest,-0.6035167875438984
Southampton,-0.6111225638296732
Tottenham,-0.7031664303641019
West Ham,-0.8527703377290763
Wolves,-0.8562057746937122
