teams,att_coef
Arsenal,1.3585069691690423
Aston Villa,1.1342196621995295
Bournemouth,0.8127970241982232
Brentford,0.9944208379950032
Brighton,1.1899833844638605
Burnley,0.6587120046224062
Chelsea,1.0246063514704038
Crystal Palace,0.7924179335675587
Everton,0.7141820393242111
Fulham,0.9794372064386553
Liverpool,1.439635959090867
Luton Town,0.915767507633687
Manchester City,1.5737063140619276
Manchester Utd,1.0539963255682345
Newcastle Utd,1.2011587440893732
Nott'ham Forest,0.749870941072827
Sheffield Utd,0.44374923507188596
Tottenham,1.2602219438396343
West Ham,1.0090110964476025
Wolves,0.6935985196750711
