teams,def_coef
Arsenal,-1.003583136461367
Aston Villa,-0.9035720257173435
Bournemouth,-0.5840968606969331
Brentford,-0.8911098057805744
Brighton,-0.8588865386219163
Burnley,-0.7338672059084126
Chelsea,-1.0639020440380733
Crystal Palace,-0.9245754576751437
Everton,-0.7835791690493745
Fulham,-0.8073967725516197
Liverpool,-1.2249578063357913
Luton Town,-0.5334309786572574
Manchester City,-1.3016058221663462
Manchester Utd,-0.9213216789730587
Newcastle Utd,-0.9253687380627242
Nott'ham Forest,-0.6527756966014798
Sheffield Utd,-0.35662047128541985
Tottenham,-0.9001204075242331
West Ham,-0.8652315993955061
Wolves,-0.9230149040517279
