teams,def_coef
Arsenal,-1.0016456625373764
Aston Villa,-0.8906898839971974
Bournemouth,-0.5818169357461624
Brentford,-0.8889510225073708
Brighton,-0.8426443640300513
Burnley,-0.7291792433402272
Chelsea,-1.0518548755523198
Crystal Palace,-0.922604827185631
Everton,-0.769788089764487
Fulham,-0.7966061571858885
Liverpool,-1.2372062522459566
Luton Town,-0.5188300639094596
Manchester City,-1.3116324809277293
Manchester Utd,-0.9249883645940824
Newcastle Utd,-0.9517755908023932
Nott'ham Forest,-0.6506271414965374
Sheffield Utd,-0.3549735443084828
Tottenham,-0.902566487653596
West Ham,-0.8503787439590174
Wolves,-0.9210893835138009
