teams,att_coef
Arsenal,1.3558162184438498
Aston Villa,1.1439029461789907
Bournemouth,0.8104837169993668
Brentford,0.9915624752960787
Brighton,1.199480669565191
Burnley,0.6674159088765044
Chelsea,1.028425267665701
Crystal Palace,0.7896504347889962
Everton,0.7268055581447026
Fulham,0.9905844747122715
Liverpool,1.4251948694527374
Luton Town,0.922209552024889
Manchester City,1.5649439088349966
Manchester Utd,1.0468020406089886
Newcastle Utd,1.1822508468073338
Nott'ham Forest,0.7467590189033629
Sheffield Utd,0.44143715464484706
Tottenham,1.252989205574712
West Ham,1.0224216676350497
Wolves,0.6908640648414311
