teams,def_coef
Arsenal,-1.0078031663013254
Aston Villa,-0.9145813654520489
Bournemouth,-0.5689467811569999
Brentford,-0.9715936638863252
Brighton,-0.8886183184522507
Burnley,-0.7750302167819206
Chelsea,-1.1980153149751107
Crystal Palace,-0.9874896385579636
Everton,-0.7735600804642262
Fulham,-0.8729925808893495
Liverpool,-1.2288216645335839
Luton Town,-0.4741743514443114
Manchester City,-1.4345474274172105
Manchester Utd,-0.9393478140698492
Newcastle Utd,-1.0263170053126216
Nott'ham Forest,-0.7260894617670118
Sheffield Utd,-0.24013662008610032
Tottenham,-0.9903566522657073
West Ham,-0.8856428708759034
Wolves,-0.9767526342811633
