teams,def_coef
Arsenal,-1.0092757281517502
Aston Villa,-0.862296010571049
Bournemouth,-0.5378119025750323
Brentford,-0.8004412378103134
Brighton,-0.8156776622350146
Burnley,-0.6506029005313366
Chelsea,-0.9887924099895817
Crystal Palace,-0.7999184452996385
Everton,-0.7559830491938968
Fulham,-0.7853216220117996
Liverpool,-1.130039608168548
Luton Town,-0.4448779587811923
Manchester City,-1.3048721738388471
Manchester Utd,-0.8436369714662639
Newcastle Utd,-0.8271556962511915
Nott'ham Forest,-0.5772227909163958
Sheffield Utd,-0.2578417439144632
Tottenham,-0.8160003970134088
West Ham,-0.7655705864622524
Wolves,-0.8594548450922265
