teams,def_coef
Arsenal,-1.0713048634148554
Aston Villa,-0.8346945845078392
Bournemouth,-0.580126908183933
Brentford,-0.8334077427082549
Brighton,-0.8136269637205484
Burnley,-0.6423460984907542
Chelsea,-0.9403367615919263
Crystal Palace,-0.8420816293563234
Everton,-0.7784247150315661
Fulham,-0.7946964155811321
Liverpool,-1.1465470431802038
Luton Town,-0.4049353831932134
Manchester City,-1.3107077326587253
Manchester Utd,-0.8508896500716795
Newcastle Utd,-0.8424761797704918
Nott'ham Forest,-0.6255218878109453
Sheffield Utd,-0.17013509043808622
Tottenham,-0.8121133734570268
West Ham,-0.7111305526851279
Wolves,-0.8436612325186543
