teams,def_coef
Arsenal,-1.0009244899546992
Aston Villa,-0.9012582286555528
Bournemouth,-0.5835620853505
Brentford,-0.8925676766495964
Brighton,-0.857227269473675
Burnley,-0.7389040023740117
Chelsea,-1.065411709791273
Crystal Palace,-0.9228066631410378
Everton,-0.785951727298436
Fulham,-0.8066285494742936
Liverpool,-1.2220767772737773
Luton Town,-0.5304209846975037
Manchester City,-1.30143943467369
Manchester Utd,-0.917432223238256
Newcastle Utd,-0.9270603898460935
Nott'ham Forest,-0.6499955944523746
Sheffield Utd,-0.3528902175149992
Tottenham,-0.8943286432462193
West Ham,-0.8659227802839581
Wolves,-0.9213847229043127
