teams,def_coef
Arsenal,-0.9995882263237549
Aston Villa,-0.7274500927282941
Bournemouth,-0.4143146477293714
Brentford,-0.6601395916656602
Brighton,-0.7182375550514781
Burnley,-0.6413115112519715
Chelsea,-0.8495348063181981
Crystal Palace,-0.6779705858005219
Everton,-0.6260557660780272
Fulham,-0.709438795104699
Liverpool,-0.9635053337177572
Luton Town,-0.321463642363133
Manchester City,-1.2505156081324513
Manchester Utd,-0.6406920346153091
Newcastle Utd,-0.66336361606348
Nott'ham Forest,-0.46631412475399836
Sheffield Utd,-0.2004338188892649
Tottenham,-0.6761112734033546
West Ham,-0.6223562666400514
Wolves,-0.6921552328373239
