teams,def_coef
Arsenal,-1.0508822999769558
Aston Villa,-0.9962807677044688
Bournemouth,-0.6020591631914379
Brentford,-0.9463203803824267
Brighton,-0.9442624216279472
Chelsea,-1.075643624939206
Crystal Palace,-0.9845207183623762
Everton,-0.8084102579583277
Fulham,-0.9426539096822134
Leeds United,-0.5462967953854239
Leicester City,-0.6598267153819448
Liverpool,-1.0291780697195858
Manchester City,-1.2639885779925017
Manchester Utd,-1.0698389886071091
Newcastle Utd,-1.3987247647974683
Nott'ham Forest,-0.6546536685929293
Southampton,-0.6726664218018759
Tottenham,-0.7148290782779907
West Ham,-0.8397640363919376
Wolves,-0.8697031550603691
