teams,def_coef
Arsenal,-1.0794874642387715
Aston Villa,-0.7981530657605224
Bournemouth,-0.5745447612191737
Brentford,-0.8140610378635632
Brighton,-0.8097390254811563
Burnley,-0.633742811626581
Chelsea,-0.9311635236874458
Crystal Palace,-0.8547026925054536
Everton,-0.7826993668367044
Fulham,-0.7693166059483371
Liverpool,-1.1355097350613343
Luton Town,-0.36760462781249964
Manchester City,-1.3295651876730799
Manchester Utd,-0.8441848135750164
Newcastle Utd,-0.8254789745096814
Nott'ham Forest,-0.61466811158534
Sheffield Utd,-0.18099038110094606
Tottenham,-0.8206492144231322
West Ham,-0.7094131615188719
Wolves,-0.82908463818427
