teams,def_coef
Arsenal,-1.054145623089281
Aston Villa,-0.8274610956348195
Bournemouth,-0.548538545166573
Brentford,-0.8160162486742861
Brighton,-0.8225415342653838
Burnley,-0.64679758317694
Chelsea,-0.9432430990255272
Crystal Palace,-0.8207648285531063
Everton,-0.746460915670529
Fulham,-0.7708183784182722
Liverpool,-1.172049648399859
Luton Town,-0.39737725709529303
Manchester City,-1.28858278707403
Manchester Utd,-0.8546388719756596
Newcastle Utd,-0.8421653835334804
Nott'ham Forest,-0.6127853427542596
Sheffield Utd,-0.20346334943236233
Tottenham,-0.8300713397970421
West Ham,-0.7252190703865461
Wolves,-0.8539870156518248
